,document_name,sentence,potential_measurements
112,S0006322312001096-1197.txt,"In a more recent validation using a subgroup of 274 participants aged 58 to 70 in 2010, the sensitivity and specificity of GHQ symptom caseness against diagnosed depressive episodes based on a structured psychiatric interview were 80% and 81%, respectively.","[['CARDINAL', 217, 218], ['DATE', 220, 223], ['DATE', 224, 225], ['PERCENT', 245, 250]]"
113,S0378383912000130-3745.txt,"For the 8.5 mm beach the modelling produces a reasonably accurate trend at x = 1980 mm, while at x = 2780 mm the model fails to predict the initial sharp rise and the decline at the later stages of the swash.","[['QUANTITY', 2, 4], ['DATE', 15, 16], ['DATE', 22, 23]]"
114,S0378383911001669-1112.txt,"Depth time-series at all six measurement locations for the 1.3 mm sand-rough (-), the 5.4 mm gravel-rough (--) and the 8.4 mm gravel-rough (-.-.) beaches.","[['CARDINAL', 6, 7], ['QUANTITY', 11, 13], ['QUANTITY', 21, 23], ['QUANTITY', 31, 33]]"
115,S0006322312001096-1205.txt,"Third, at phases 3, 5, 7, and 9, participants were asked whether they had taken any medication in the past 14 days and, if so, to provide the name of the medication.","[['ORDINAL', 0, 1], ['CARDINAL', 4, 5], ['DATE', 6, 7], ['DATE', 8, 9], ['CARDINAL', 11, 12], ['DATE', 23, 27]]"
116,S0006322312001096-1205.txt,Medications were coded using British National Formulary codes to define antidepressant medication use (codes: 040301–040304) (31).,"[['ORG', 44, 47], ['CARDINAL', 56, 57], ['CARDINAL', 59, 60]]"
117,S1359645413009816-2973.txt,"From high-resolution transmission electron microscopy, values for Au of eGB=(0.04–0.10)×10-10m (Ref.","[['CARDINAL', 38, 41], ['ORG', 43, 44]]"
118,S1359645413009816-2973.txt,[22]) or eGB=0.12×10-10m (Ref.,"[['CARDINAL', 46, 47], ['ORG', 55, 56]]"
119,S1359645413009816-2973.txt,[23]) are reported.,"[['CARDINAL', 58, 59]]"
120,S1359645413009816-2973.txt,"From measurements of the grain boundary contact angle in an Al tricrystal, a value eGB=0.64×10-10m is reported by Shvindlerman et al.","[['ORG', 79, 80], ['PERSON', 86, 87]]"
121,S1359645413009816-2973.txt,[24] applying a thermodynamic model.,"[['CARDINAL', 91, 92]]"
122,S1359645413009816-2973.txt,"For nanocrystalline Pd [25] and Fe [26], values of eGB=0.23×10-10m and 0.19×10-10m were determined from density measurements and modeling of grain growth kinetics, respectively.","[['CARDINAL', 102, 103], ['CARDINAL', 107, 108], ['ORG', 112, 115], ['CARDINAL', 117, 120]]"
123,S1359645413009816-2973.txt,A number of computer simulations of grain boundaries [27–30] deal with the issue of grain boundary expansion.,"[['CARDINAL', 144, 145]]"
124,S1359645413009816-2973.txt,"Here, however, the choice of the interatomic potentials was found to have a substantial influence on the numerical results [27].","[['CARDINAL', 177, 178]]"
125,S1359645413009816-2973.txt,"Most recently, grain boundary expansion data have been reported from molecular dynamics simulations on Ni, eGB=(0.28–0.42)×10-10m for random high-angle grain boundaries [30] and eGB=(0.39–0.41)×10-10m (at T = 1200 K) for Σ5 grain boundaries [29].","[['ORG', 195, 196], ['CARDINAL', 197, 200], ['CARDINAL', 209, 210], ['CARDINAL', 228, 229]]"
126,S0019103512002801-2018.txt,"(2012) demonstrates that the combination of low magnetosonic Mach number and the high plasma beta values of Rhea’s space environment amplifies interaction features which for other plasma absorbers (e.g. Tethys, Dione, Earth’s Moon) are barely detectable.","[['DATE', 42, 43], ['PERSON', 51, 52], ['ORG', 60, 62], ['WORK_OF_ART', 73, 77]]"
127,S0019103512002801-2018.txt,"One of these features is a stronger, flow-aligned magnetic field component perturbation, which gives rise to mass-loading-like interaction signatures.","[['CARDINAL', 86, 87]]"
128,S0019103512002801-2018.txt,"Similarly, the high plasma beta makes surface charging more important for Rhea compared to the other Saturnian moons (Roussos et al., 2010).","[['PERSON', 142, 143], ['NORP', 147, 148], ['DATE', 155, 156]]"
129,S0019103512002801-2018.txt,"Furthermore, recent developments in the study of Earth’s Moon interaction with the solar wind indicate that the standard picture for a lunar-type interaction may be too simplified: processes, such as the entry of exospheric pick-up ions in the center of the wake, backscattering on the surface and self-pick up of ambient plasma ions, appear to also have an impact on the wake dynamics (Halekas et al., 2011).","[['LOC', 166, 169], ['DATE', 239, 240]]"
130,S0019103512002801-2018.txt,"For instance, the self-pick up process has been shown to lead to enhanced ULF wave activity in the lunar, at least 10% of the time (Nakagawa et al., 2012).","[['ORG', 258, 259], ['PERCENT', 265, 269], ['GPE', 273, 274], ['DATE', 278, 279]]"
131,S2213671113001306-907.txt,"(A) Fetal hRPE stained for pan-cytokeratin (scale bar, 50 μm); inset shows section overview stained with hematoxylin/eosin (scale bar, 200 μm).","[['CARDINAL', 14, 15], ['CARDINAL', 31, 32]]"
132,S0165587612003680-1078.txt,"S. pneumoniae, M. catarrhalis and H. influenzae are the most common pathogens implicated in OME, and all are capable of forming biofilms [33,42].","[['ORG', 0, 1], ['ORG', 15, 16]]"
133,S0165587612003680-1078.txt,"However, rather than focusing just on those three bacteria, this study cultured effusions on a wide range of different media for prolonged time periods in order to capture as many isolates as possible.","[['CARDINAL', 36, 37]]"
134,S0165587612003680-1078.txt,and S. aureus were the three commonest pathogens isolated in this study.,"[['ORG', 77, 78], ['CARDINAL', 81, 82]]"
135,S0165587612003680-1078.txt,"CoNS were long thought to be non-pathogenic commensals, but with the recognition of their biofilm-forming capacity have emerged as the leading cause of biomaterials-related infection [43,43].",[]
136,S0165587612003680-1078.txt,"S. lugdunensis, isolated here on three occasions, in particular has been implicated in endocarditis, wound infection, and implant-related infection as well as otitis media, behaving more like S. aureus than other CoNS [45].","[['CARDINAL', 131, 132], ['LOC', 163, 164], ['CARDINAL', 165, 166]]"
137,S0165587612003680-1078.txt,"Other CoNS have also been previously implicated in otitis media, with a recent study finding that they account for 60% of bacteria isolated from OME [46,47].","[['PERCENT', 188, 190], ['ORG', 194, 195]]"
138,S0165587612003680-1078.txt,"Veillonella is a Gram-negative anaerobe that inhabits the mouth and upper respiratory tract, forms biofilms [48] and has previously been found in middle ear disease [49,50].","[['CARDINAL', 218, 219]]"
139,S0165587612003680-1078.txt,"S. aureus also forms biofilms and has been identified in middle ear disease [51,52].",[]
140,S0165587612003680-1078.txt,"Although most of the bacteria in Table 2 have previously been isolated in middle ear disease, to the best of the authors’ knowledge Flavimonas oryzihabitans, Vibrio metschnikovii and Gemella haemolysans have not been implicated previously.","[['LAW', 256, 258], ['ORG', 275, 276], ['PERSON', 278, 279], ['ORG', 281, 282]]"
141,S0019103513005058-4175.txt,"The nominal range (1.0–1.7 wt.% SO4) is consistent with 1.3 wt.% soluble sulfate measured at the Phoenix landing site (Kounaves et al., 2010b).","[['EVENT', 25, 28], ['CARDINAL', 32, 33], ['GPE', 39, 40], ['DATE', 48, 49]]"
142,S0019103513005058-4175.txt,"The estimates also compare well with an average ∼6.8 wt.% sulfur as SO3 (2.7 wt.% S) in global soil inferred from elemental abundances measured at various locations on Mars by Spirit, Opportunity, Pathfinder, and Viking Landers.","[['LOC', 81, 82], ['ORG', 85, 86], ['PERSON', 87, 88], ['PERSON', 90, 92]]"
143,S0019103513005058-4175.txt,"We can also compare the average sulfur content in the top few tens of centimeters of the soil of ∼4.4 wt.% inferred from Gamma Ray Spectrometer measurements (King and McLennan, 2010).","[['ORG', 112, 114], ['PERSON', 116, 119], ['DATE', 125, 126]]"
144,S0019103513005058-4175.txt,The agreement between model results and data suggest that 0.1% of the terrestrial volcanic gas flux is a good estimate for the volcanic emission rate on Mars 1–2 Ga if soil salts derive from volcanic input.,"[['PERCENT', 137, 139], ['LOC', 155, 157]]"
145,S0019103511004994-996.txt,"The energy is mentioned on the top of each figure, The parameter a = 0.1 is the assumed surface velocity of 10% relative to the upstream velocity.","[['CARDINAL', 51, 52], ['PERCENT', 58, 60]]"
146,S0378112713005288-2062.txt,"While we might expect seedlings from larger seeded species like rowan (200,000 seeds weigh 1 kg) to have an advantage over seedlings from smaller seeded species such as birch (5.9 million seeds weigh 1 kg) in growing through brash (Leishman and Westoby, 1994) we found no significant difference between the proportion of rowan in windrows and interrows.","[['CARDINAL', 61, 62], ['QUANTITY', 64, 66], ['CARDINAL', 81, 83], ['QUANTITY', 85, 87], ['ORG', 93, 96], ['DATE', 97, 98]]"
147,S0378112713005288-2062.txt,"Furthermore, previous studies have found that where grazing pressure is high, brash (Truscott et al., 2004) and coarse woody debris (Smit et al., 2012) can help protect seedlings from browsing.","[['DATE', 134, 135], ['DATE', 146, 147]]"
148,S0378112713005288-2062.txt,"The low incidence of browsing at our study sites (grazing pressure was controlled) means that grazing is unlikely to limit regeneration (Palmer et al., 2004; Olesen and Madsen, 2008; Yamagawa et al., 2010).","[['DATE', 208, 209], ['ORG', 212, 215], ['PERSON', 216, 217], ['DATE', 221, 222]]"
149,S1873506113001116-978.txt,Large-scale production of human induced pluripotent stem cells (hiPSCs) by robust and economic methods has been one of the major challenges for translational realization of hiPSC technology.,[]
150,S1873506113001116-978.txt,"Serial passaging of two different hiPSC lines in the spinner flasks using the E8 medium preserved their normal karyotype and expression of undifferentiated state markers of TRA-1–60, SSEA4, OCT4, and NANOG.","[['CARDINAL', 87, 88], ['CARDINAL', 97, 98], ['NORP', 110, 111], ['ORG', 112, 113], ['ORG', 114, 115], ['ORG', 117, 118]]"
151,S1873506113001116-978.txt,"The hiPSCs cultured in spinner flasks for more than 10 passages not only could be remained pluripotent as indicated by in vitro and in vivo assays, but also could be efficiently induced toward mesodermal and hematopoietic differentiation.","[['CARDINAL', 120, 121], ['CARDINAL', 126, 129], ['DATE', 144, 145]]"
152,S0378383912000130-3755.txt,"Moreover, hydraulic gradients are significantly reduced by the build-up of pore-air pressure in the unsaturated region of the 1.5 mm beach (Steenhauer et al., 2011a).","[['QUANTITY', 64, 66], ['NORP', 68, 69], ['DATE', 73, 74]]"
153,S0378383912000130-3755.txt,This pressure build-up is discussed in Section 3.3.,"[['LAW', 84, 86]]"
154,S1570870512000637-1206.txt,[42] believe that the natural evolution of the Internet should be to harness multipath-capable end systems in order to achieve resource pooling.,"[['CARDINAL', 1, 2]]"
155,S030881461301604X-1002.txt,"Two stock solutions of each standard compound were made; for AB, As(III), DMA and MMA the concentrations were 100 mg/L and 1 mg/L and for As(V) the concentrations were 10 mg/L and 0.1 mg/","[['CARDINAL', 0, 1], ['ORG', 11, 12], ['NORP', 13, 14], ['ORG', 16, 17], ['ORG', 18, 19], ['CARDINAL', 22, 23], ['CARDINAL', 38, 39], ['CARDINAL', 43, 44]]"
156,S030881461301604X-1002.txt,"The stock solutions were prepared in nitric acid (1%), with the exception of As(III), in which concentrated hydrochloric acid was used to promote its dissolution.","[['PERCENT', 56, 58]]"
157,S030881461301604X-1002.txt,"The final standard concentrations for all compounds were 1, 5, 10, 20 and 50 μg/L in 1% nitric acid.","[['CARDINAL', 87, 88], ['DATE', 89, 90], ['DATE', 91, 92], ['DATE', 93, 94], ['PERCENT', 100, 102]]"
158,S0019103513005058-3917.txt,"(2008), we apply a deposition velocity of 0.02 cm s−1 to all species, with two exceptions.","[['QUANTITY', 72, 74], ['CARDINAL', 80, 81]]"
159,S0019103513005058-3917.txt,"First, the deposition velocities for O2, H2, and CO are set to zero (following Zahnle et al., 2008).","[['ORDINAL', 83, 84], ['CARDINAL', 89, 90], ['CARDINAL', 98, 99], ['PERSON', 101, 102]]"
160,S0019103513005058-3917.txt,"Second, all species with a zero deposition velocity in Catling et al.","[['ORDINAL', 109, 110], ['CARDINAL', 115, 116]]"
161,S0019103513005058-3917.txt,(2010) are prescribed a zero deposition velocity because we consider them to be nonreactive.,"[['DATE', 124, 125], ['CARDINAL', 129, 130]]"
162,S0012821X12004384-1284.txt,C and N analyses (from which we present weight % C/N) were performed on 225 samples by combustion in a Costech ECS4010 Elemental Analyser (EA) calibrated against an acetanilide standard (Table S3).,"[['EVENT', 23, 26], ['CARDINAL', 30, 31], ['ORG', 36, 40], ['ORG', 41, 42], ['WORK_OF_ART', 49, 51]]"
163,S0012821X12004384-1284.txt,C/N atomic ratios were calculated by multiplying by 1.167.,"[['CARDINAL', 63, 64]]"
164,S0012821X12004384-1284.txt,"Carbon isotope analysis was carried out on 289 bulk rock samples (Table S4) after removing migrated hydrocarbons (Stephenson et al., 2005).","[['CARDINAL', 85, 86], ['PERSON', 98, 99], ['DATE', 103, 104]]"
165,S0012821X12004384-1284.txt,"The samples were refluxed for 24 h in an azeotropic mixture of dichloromethane and methanol (93:7, v/v).","[['CARDINAL', 141, 142], ['CARDINAL', 152, 153]]"
166,S0012821X12004384-1284.txt,Any calcites (shelly fragments) were removed by placing the samples in 5% HCl overnight before rinsing and drying down.,"[['PERCENT', 212, 214], ['TIME', 215, 216]]"
167,S0012821X12004384-1284.txt,Carbon isotope analysis was also carried out on palynology residues of the >250 μm size fractions dominated by AOM.,"[['ORG', 241, 242]]"
168,S0012821X12004384-1284.txt,"13C/12C analyses were performed on 35 samples by combustion in a Costech Elemental Analyser (EA) online to a VG TripleTrap and Optima dual-inlet mass spectrometer, with δ13C values calculated to the VPDB scale using a within-run laboratory standards calibrated against NBS-18, NBS-19, and NBS-22.","[['CARDINAL', 243, 244], ['CARDINAL', 248, 249], ['ORG', 254, 257], ['ORG', 258, 259], ['PERSON', 266, 267]]"
169,S0012821X12004384-1284.txt,"Replicate 13C/12C analyses were carried out on the section, and the mean standard deviation on the replicate analyses is 0.4‰.","[['CARDINAL', 298, 299], ['CARDINAL', 317, 318]]"
170,S0168945213001805-5014.txt,"The individual crystalline δ-endotoxins produced by Bt strains are poisonous to specific orders of Insecta (lepidopterans, dipterans, coleopterans, hymenopterans) and nematodes [163].","[['PERSON', 46, 47], ['CARDINAL', 59, 60]]"
171,S0032063312003054-2467.txt,"Even after discounting upward net flux of electrons from those signatures with isotropic electron energy distribution, category-4 still make up the second largest group and when added together with category-2 occur on 10% of MEX orbits.","[['ORDINAL', 112, 113], ['PERCENT', 123, 125], ['ORG', 126, 127]]"
