,document_name,sentence,entities,np
75,S0038071712001010-1044,"In contrast, G. intraradices led to soil with a greater number of large pores and all combinations of G. intraradices resulted in greater distances between neighbouring pores.","[('PERSON', (151, 152))]","[('contrast', (149, 150)), ('G. intraradices', (151, 153)), ('a greater number', (157, 160)), ('large pores', (161, 163)), ('all combinations', (164, 166)), ('G. intraradices', (167, 169)), ('greater distances', (171, 173)), ('neighbouring pores', (174, 176))]"
76,S0038071712001010-1044,"Bearden (2001) concluded, in a study of soil–water characteristics, that AMF hyphae resulted in soils gaining groups of small pores which corroborates the current findings, although it is interesting that different Glomus species affect the size and distance between pores differently.","[('DATE', (179, 180)), ('GPE', (215, 216))]","[('Bearden', (177, 178)), ('a study', (184, 186)), ('soil', (187, 188)), ('water characteristics', (189, 191)), ('AMF hyphae', (193, 195)), ('soils', (197, 198)), ('groups', (199, 200)), ('small pores', (201, 203)), ('the current findings', (205, 208)), ('it', (210, 211)), ('different Glomus species', (214, 217)), ('the size', (218, 220)), ('distance', (221, 222)), ('pores', (223, 224))]"
77,S0038071712001010-1044,Bearden (2001) used a combination of six Glomus species (including G. mosseae) in her investigation of vertisols.,"[('DATE', (228, 229)), ('CARDINAL', (234, 235)), ('GPE', (235, 236))]","[('Bearden', (226, 227)), ('a combination', (231, 233)), ('six Glomus species', (234, 237)), ('G. mosseae', (239, 241)), ('her investigation', (243, 245)), ('vertisols', (246, 247))]"
78,S0038071712001010-1044,"In contrast, Milleret et al.","[('PERSON', (251, 252))]","[('contrast', (249, 250)), ('Milleret et al', (251, 254))]"
79,S0038071712001010-1044,(2009) found no evidence of G. intraradices forming small diameter structural pores and the larger size of the pores relative to the AMF led them to conclude that pore development was an indirect effect of the mycorrhiza.,"[('DATE', (256, 257))]","[('no evidence', (259, 261)), ('small diameter structural pores', (265, 269)), ('the larger size', (270, 273)), ('the pores', (274, 276)), ('the AMF', (278, 280)), ('them', (281, 282)), ('pore development', (285, 287)), ('an indirect effect', (288, 291)), ('the mycorrhiza', (292, 294))]"
80,S0038071712001010-1044,"Since the extraradical hyphae had a smaller diameter than the pores, the authors suggested that hyphal penetration of pores induced root exudation and increased microbial activity.",[],"[('the extraradical hyphae', (296, 299)), ('a smaller diameter', (300, 303)), ('the pores', (304, 306)), ('the authors', (307, 309)), ('that hyphal penetration', (310, 313)), ('pores induced root exudation', (314, 318)), ('increased microbial activity', (319, 322))]"
81,S0038071712001010-1044,"The data in the current investigation show that plant roots, possibly by influencing the associated microbial biomass and not colonisation by AMF per se, positively affected aggregate stability.",[],"[('The data', (323, 325)), ('the current investigation', (326, 329)), ('that plant roots', (330, 333)), ('the associated microbial biomass', (337, 341)), ('not colonisation', (342, 344)), ('AMF', (345, 346)), ('aggregate stability', (351, 353))]"
82,S0038071712001010-1044,"Previous studies (e.g. Bedini et al., 2009) showed that aggregate stability is affected by the plant-fungal system rather than by plant root metabolism.","[('PERSON', (358, 359)), ('DATE', (363, 364))]","[('Previous studies', (354, 356)), ('e.g. Bedini et al', (357, 361)), ('aggregate stability', (367, 369)), ('the plant-fungal system', (372, 377)), ('plant root metabolism', (380, 383))]"
83,S0038071712001010-1044,Hallett et al.,"[('PERSON', (384, 385))]","[('Hallett et al', (384, 387))]"
84,S0038071712001010-1044,(2009) performed an elegant experiment in which mycorrhizal-deficient and ‘wild type’ tomato plants were grown in an agricultural field soil amended with G. mosseae and G. intraradices.,"[('DATE', (389, 390)), ('ORG', (416, 417))]","[('an elegant experiment', (392, 395)), ('mycorrhizal-deficient and ‘wild type’ tomato plants', (397, 407)), ('an agricultural field soil', (410, 414)), ('G. mosseae', (416, 418)), ('G. intraradices', (419, 421))]"
85,S0038071712001010-1044,These authors demonstrated that aggregate stability and porosity were increased in planted soils irrespective of the plant type (and mycorrhizal status) and they conclude that roots drive the stabilisation of soil structure.,[],"[('These authors', (422, 424)), ('aggregate stability', (426, 428)), ('porosity', (429, 430)), ('planted soils', (433, 435)), ('the plant type', (437, 440)), ('status', (443, 444)), ('they', (446, 447)), ('roots', (449, 450)), ('the stabilisation', (451, 453)), ('soil structure', (454, 456))]"
86,S0038071712001010-1044,Their experiment lasted for 84 days and during this time the soil experienced wet–dry cycles which may have encouraged microbial populations to produce polysaccharides which in turn enhanced aggregate production.,"[('DATE', (461, 463))]","[('Their experiment', (457, 459)), ('84 days', (461, 463)), ('this time', (465, 467)), ('the soil', (467, 469)), ('wet–dry cycles', (470, 474)), ('microbial populations', (478, 480)), ('polysaccharides', (482, 483)), ('turn', (485, 486)), ('aggregate production', (487, 489))]"
87,S0038071712001010-1044,"However in the current study, individual AMF species and combinations of co-occurring AMF species caused short-term effects on pore dynamics which may result in long-term impacts on porosity and aggregate stability.",[],"[('the current study', (492, 495)), ('individual AMF species', (496, 499)), ('combinations', (500, 501)), ('co-occurring AMF species', (502, 507)), ('short-term effects', (508, 512)), ('pore dynamics', (513, 515)), ('long-term impacts', (519, 523)), ('porosity', (524, 525)), ('stability', (527, 528))]"
88,S0038071712001010-1044,"Whilst it has been shown before that different AMF species may affect aggregate stability (Schreiner et al., 1997), the focus here is on the effects of the mycelium in addition to the mycorrhiza.","[('ORG', (544, 547)), ('DATE', (549, 550))]","[('it', (530, 531)), ('different AMF species', (536, 539)), ('aggregate stability', (541, 543)), ('Schreiner et al', (544, 547)), ('the focus', (552, 554)), ('the effects', (557, 559)), ('the mycelium', (560, 562)), ('addition', (563, 564)), ('the mycorrhiza', (565, 567))]"
89,S0038071712001010-1044,"No correlations were observed for AMF hyphal abundance and soil physical properties, demonstrating that the differences observed may relate to growth patterns and mycelium architecture rather than density, or perhaps to AMF-specific altered C-exudation since AM fungi are known to produce extracellular soil proteins such as glomalin (Wright and Upadhyaya, 1996).","[('PERSON', (622, 623)), ('GPE', (624, 625)), ('DATE', (626, 627))]","[('No correlations', (568, 570)), ('AMF hyphal abundance', (573, 576)), ('physical properties', (578, 580)), ('the differences', (583, 585)), ('growth patterns', (589, 591)), ('mycelium architecture', (592, 594)), ('density', (596, 597)), ('AMF-specific altered C-exudation', (601, 608)), ('AM fungi', (609, 611)), ('extracellular soil proteins', (615, 618)), ('glomalin', (620, 621)), ('Wright', (622, 623)), ('Upadhyaya', (624, 625))]"
90,S0038071712001010-1044,The data presented here demonstrate that different AMF species within the same genus may have contrasting effects on soil pore characteristics which could alter the micro-physical habitat for other soil organisms.,[],"[('The data', (629, 631)), ('different AMF species', (635, 638)), ('the same genus', (639, 642)), ('effects', (645, 646)), ('soil pore characteristics', (647, 650)), ('the micro-physical habitat', (653, 658)), ('other soil organisms', (659, 662))]"
91,S0016236113008041-3012,The fate of trace elements was investigated in a 90 kW oxy-combustion pilot plant fed with coal and limestone [7].,"[('CARDINAL', (9, 10))]","[('The fate', (0, 2)), ('trace elements', (3, 5)), ('a 90 kW oxy-combustion pilot plant', (8, 16)), ('coal', (18, 19)), ('limestone', (20, 21))]"
92,S0016236113008041-3012,"It was shown that 82% of elemental Hg was emitted in the exhaust gas, as was 81% of Cl.","[('PERCENT', (29, 31)), ('PERCENT', (43, 45))]","[('It', (25, 26)), ('82%', (29, 31)), ('elemental Hg', (32, 34)), ('the exhaust gas', (37, 40)), ('81%', (43, 45)), ('Cl', (46, 47))]"
93,S0016236113008041-3012,"It was further suggested that the relatively low temperatures, and high Ca content in the system from limestone use promoted condensation and sorption of sulphate, fluoride and chloride species.",[],"[('It', (48, 49)), ('the relatively low temperatures', (53, 57)), ('high Ca content', (59, 62)), ('the system', (63, 65)), ('limestone use', (66, 68)), ('condensation', (69, 70)), ('sorption', (71, 72)), ('sulphate, fluoride and chloride species', (73, 79))]"
94,S0012821X12004384-1284,All analyses were carried out at the NERC Isotope Geosciences Laboratory.,"[('ORG', (6, 11))]","[('All analyses', (0, 2)), ('the NERC Isotope Geosciences Laboratory', (6, 11))]"
95,S0012821X12004384-1284,C and N analyses (from which we present weight % C/N) were performed on 225 samples by combustion in a Costech ECS4010 Elemental Analyser (EA) calibrated against an acetanilide standard (Table S3).,"[('EVENT', (23, 26)), ('CARDINAL', (30, 31)), ('ORG', (36, 40)), ('ORG', (41, 42)), ('WORK_OF_ART', (49, 51))]","[('C', (12, 13)), ('N', (14, 15)), ('analyses', (15, 16)), ('we', (19, 20)), ('weight %', (21, 23)), ('C/N', (23, 26)), ('225 samples', (30, 32)), ('combustion', (33, 34)), ('a Costech ECS4010 Elemental Analyser', (35, 40)), ('EA', (41, 42)), ('an acetanilide standard (Table S3', (45, 51))]"
96,S0012821X12004384-1284,C/N atomic ratios were calculated by multiplying by 1.167.,"[('CARDINAL', (63, 64))]","[('C/N atomic ratios', (53, 58))]"
97,S0012821X12004384-1284,Replicate analysis of well-mixed samples indicated a precision of ±<0.1.,[],"[('Replicate analysis', (65, 67)), ('well-mixed samples', (68, 72)), ('a precision', (73, 75)), ('±<0.1', (76, 77))]"
98,S0012821X12004384-1284,"Carbon isotope analysis was carried out on 289 bulk rock samples (Table S4) after removing migrated hydrocarbons (Stephenson et al., 2005).","[('CARDINAL', (85, 86)), ('PERSON', (98, 99)), ('DATE', (103, 104))]","[('Carbon', (78, 79)), ('289 bulk rock samples', (85, 89)), ('Table S4', (90, 92)), ('migrated hydrocarbons', (95, 97)), ('Stephenson', (98, 99)), ('et al', (99, 101))]"
99,S0012821X12004384-1284,"The hydrocarbons were removed by crushing the rock fragments using a ball mill, and the soluble organic matter from all rock samples was extracted using a Soxhlet extractor.","[('ORG', (133, 134))]","[('The hydrocarbons', (106, 108)), ('the rock fragments', (112, 115)), ('a ball mill', (116, 119)), ('the soluble organic matter', (121, 125)), ('all rock samples', (126, 129)), ('a Soxhlet extractor', (132, 135))]"
100,S0012821X12004384-1284,"The samples were refluxed for 24 h in an azeotropic mixture of dichloromethane and methanol (93:7, v/v).","[('CARDINAL', (141, 142)), ('CARDINAL', (152, 153))]","[('The samples', (136, 138)), ('24 h', (141, 143)), ('an azeotropic mixture', (144, 147)), ('dichloromethane', (148, 149)), ('methanol', (150, 151))]"
101,S0012821X12004384-1284,"All materials (cellulose Soxhlet thimbles, silica wool, vials) were cleaned with analytical grade organic solvents prior to use.","[('ORG', (163, 164))]","[('All materials', (159, 161)), ('Soxhlet thimbles', (163, 165)), ('silica wool', (166, 168)), ('vials', (169, 170)), ('analytical grade organic solvents', (174, 178)), ('use', (180, 181))]"
102,S0012821X12004384-1284,Any remaining solvent was then removed by evaporation and the dried sediments were transferred to vials.,[],"[('Any remaining solvent', (182, 185)), ('evaporation', (189, 190)), ('the dried sediments', (191, 194)), ('vials', (197, 198))]"
103,S0012821X12004384-1284,Any calcites (shelly fragments) were removed by placing the samples in 5% HCl overnight before rinsing and drying down.,"[('PERCENT', (212, 214)), ('TIME', (215, 216))]","[('Any calcites', (199, 201)), ('(shelly fragments', (201, 204)), ('the samples', (209, 211)), ('5% HCl', (212, 215))]"
104,S0012821X12004384-1284,Carbon isotope analysis was also carried out on palynology residues of the >250 μm size fractions dominated by AOM.,"[('ORG', (241, 242))]","[('Carbon', (222, 223)), ('analysis', (224, 225)), ('palynology residues', (230, 232)), ('the >250 μm size fractions', (233, 239)), ('AOM', (241, 242))]"
105,S0012821X12004384-1284,"13C/12C analyses were performed on 35 samples by combustion in a Costech Elemental Analyser (EA) online to a VG TripleTrap and Optima dual-inlet mass spectrometer, with δ13C values calculated to the VPDB scale using a within-run laboratory standards calibrated against NBS-18, NBS-19, and NBS-22.","[('CARDINAL', (243, 244)), ('CARDINAL', (248, 249)), ('ORG', (254, 257)), ('ORG', (258, 259)), ('PERSON', (266, 267))]","[('13C/12C analyses', (243, 245)), ('35 samples', (248, 250)), ('combustion', (251, 252)), ('a Costech Elemental Analyser', (253, 257)), ('EA', (258, 259)), ('a VG TripleTrap', (262, 265)), ('Optima', (266, 267)), ('dual-inlet mass spectrometer', (267, 272)), ('δ13C values', (274, 276)), ('the VPDB scale', (278, 281)), ('-run', (284, 286)), ('NBS-18', (290, 291)), ('NBS-19', (292, 293)), ('NBS-22', (295, 296))]"
106,S0012821X12004384-1284,"Replicate 13C/12C analyses were carried out on the section, and the mean standard deviation on the replicate analyses is 0.4‰.","[('CARDINAL', (298, 299)), ('CARDINAL', (317, 318))]","[('Replicate 13C/12C analyses', (297, 300)), ('the section', (304, 306)), ('the mean standard deviation', (308, 312)), ('the replicate analyses', (313, 316)), ('0.4‰.', (317, 318))]"
107,S0032386113005454-2008,The particles also significantly toughened the epoxy polymer even at about −100 °C.,[],"[('The particles', (0, 2)), ('the epoxy polymer', (5, 8)), ('−100 °C', (11, 14))]"
108,S0378383912000130-1096,"Time-series of model-predicted (solid lines) and experimentally-measured (dashed lines) hydraulic head, Hη, within the 8.5 mm beach at x = 1180 and 1980 mm.","[('PERSON', (22, 23)), ('QUANTITY', (26, 28)), ('DATE', (32, 33))]","[('Time-series', (0, 3)), ('model-predicted (solid lines', (4, 10)), ('experimentally-measured (dashed lines', (12, 18)), ('hydraulic head', (19, 21)), ('Hη', (22, 23)), ('the 8.5 mm beach', (25, 29)), ('1980 mm', (34, 36))]"
109,S0925443913003037-1397,"To study the effect of the FARS2 mutations on the steady state levels of mt-tRNAPhe, high resolution northern blotting was performed using total RNA extracted from patient myoblasts.","[('ORG', (26, 27))]","[('the effect', (2, 4)), ('the FARS2 mutations', (5, 8)), ('the steady state levels', (9, 13)), ('mt-tRNAPhe', (14, 17)), ('high resolution northern blotting', (18, 22)), ('total RNA', (25, 27)), ('patient myoblasts', (29, 31))]"
110,S0925443913003037-1397,The levels of mt-tRNAVal and mt-tRNALeu(UUR) were used as loading controls and the level of mt-tRNAPhe was assessed as a percentage relative to controls.,[],"[('The levels', (32, 34)), ('mt-tRNAVal', (35, 38)), ('mt-tRNALeu(UUR', (39, 42)), ('loading controls', (46, 48)), ('the level', (49, 51)), ('mt-tRNAPhe', (52, 55)), ('a percentage', (58, 60)), ('controls', (62, 63))]"
