,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
17,S2213158213000582-1340,5,Qualifier,428,430,T5-5,HC,"{""Qualifies"": ""T2-5""}"
18,S2213158213000582-1340,6,Quantity,435,441,T1-6,93.17%,"{""mods"": [""IsMean""], ""unit"": ""%""}"
19,S2213158213000582-1340,6,MeasuredProperty,335,369,T2-6,average percent variance explained,"{""HasQuantity"": ""T1-6""}"
20,S2213158213000582-1340,6,MeasuredEntity,374,404,T3-6,magnetometer data using VESTAL,"{""HasProperty"": ""T2-6""}"
21,S2213158213000582-1340,6,Qualifier,446,448,T5-6,SZ,"{""Qualifies"": ""T2-6""}"
22,S2213158213000582-1340,7,Quantity,542,546,T1-7,1.16,
23,S2213158213000582-1340,7,MeasuredProperty,534,539,T3-7,t(39),"{""HasQuantity"": ""T1-7""}"
24,S2213158213000582-1340,7,MeasuredEntity,516,532,T2-7,gradiometer data,"{""HasProperty"": ""T3-7""}"
25,S2213158213000582-1340,8,Quantity,552,556,T1-8,0.25,
26,S2213158213000582-1340,8,MeasuredProperty,548,549,T3-8,p,"{""HasQuantity"": ""T1-8""}"
27,S2213158213000582-1340,8,MeasuredEntity,516,532,T2-8,gradiometer data,"{""HasProperty"": ""T3-8""}"
28,S2213158213000582-1340,9,Quantity,588,592,T1-9,1.31,
29,S2213158213000582-1340,9,MeasuredProperty,580,585,T3-9,t(39),"{""HasQuantity"": ""T1-9""}"
30,S2213158213000582-1340,9,MeasuredEntity,561,578,T2-9,magnetometer data,"{""HasProperty"": ""T3-9""}"
31,S2213158213000582-1340,10,Quantity,599,602,T1-10,.20,
32,S2213158213000582-1340,10,MeasuredProperty,594,595,T2-10,p,"{""HasQuantity"": ""T1-10""}"
33,S2213158213000582-1340,10,MeasuredEntity,561,578,T3-10,magnetometer data,"{""HasProperty"": ""T2-10""}"
0,S0012821X12004384-952,1,Quantity,249,253,T1-1,<30%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
1,S0012821X12004384-952,1,MeasuredProperty,254,271,T2-1,wood/plant tissue,"{""HasQuantity"": ""T1-1""}"
2,S0012821X12004384-952,1,MeasuredEntity,236,243,T3-1,samples,"{""HasProperty"": ""T2-1""}"
3,S0012821X12004384-952,2,Quantity,380,384,T1-2,>30%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
4,S0012821X12004384-952,2,MeasuredProperty,385,402,T3-2,wood/plant tissue,"{""HasQuantity"": ""T1-2""}"
5,S0012821X12004384-952,2,MeasuredEntity,367,374,T2-2,samples,"{""HasProperty"": ""T3-2""}"
6,S0012821X12004384-952,3,Quantity,658,677,T1-3,2614.7 and 2619.6 m,"{""mods"": [""IsList""], ""unit"": ""m""}"
7,S0012821X12004384-952,3,MeasuredEntity,641,654,T2-3,Values shaded,"{""HasQuantity"": ""T1-3""}"
0,S0032063313003218-6651,1,Quantity,396,400,T1-1,~1kR,"{""mods"": [""IsApproximate""], ""unit"": ""kR""}"
1,S0032063313003218-6651,1,MeasuredEntity,360,394,T3-1,limit of present HST detectability,"{""HasQuantity"": ""T1-1""}"
2,S0032063313003218-6651,2,Quantity,527,540,T1-2,~74° latitude,"{""mods"": [""IsApproximate""], ""unit"": ""° latitude""}"
3,S0032063313003218-6651,2,MeasuredProperty,517,523,T4-2,maxima,"{""HasQuantity"": ""T1-2""}"
4,S0032063313003218-6651,2,MeasuredEntity,459,474,T5-2,case ES with EF,"{""HasProperty"": ""T4-2""}"
5,S0032063313003218-6651,3,Quantity,604,608,T1-3,~80°,"{""mods"": [""IsApproximate""], ""unit"": ""°""}"
6,S0032063313003218-6651,3,MeasuredProperty,614,681,T4-3,boundary between open (region I) and closed field lines (region II),"{""HasQuantity"": ""T1-3""}"
7,S0032063313003218-6651,3,MeasuredEntity,459,474,T2-3,case ES with EF,"{""HasProperty"": ""T4-3""}"
8,S0032063313003218-6651,3,Qualifier,532,540,T5-3,latitude,"{""Qualifies"": ""T1-3""}"
9,S0032063313003218-6651,4,Quantity,742,747,T1-4,~88kR,"{""mods"": [""IsApproximate""], ""unit"": ""kR""}"
10,S0032063313003218-6651,4,MeasuredProperty,726,738,T3-4,auroral oval,"{""HasQuantity"": ""T1-4""}"
11,S0032063313003218-6651,4,MeasuredEntity,752,759,T2-4,case ES,"{""HasProperty"": ""T3-4""}"
12,S0032063313003218-6651,5,Quantity,764,769,T1-5,~79kR,"{""mods"": [""IsApproximate""], ""unit"": ""kR""}"
13,S0032063313003218-6651,5,MeasuredProperty,726,738,T4-5,auroral oval,"{""HasQuantity"": ""T1-5""}"
14,S0032063313003218-6651,5,MeasuredEntity,774,781,T3-5,case EF,"{""HasProperty"": ""T4-5""}"
15,S0032063313003218-6651,6,Quantity,820,831,T1-6,(~7.85mWm−2,"{""mods"": [""IsApproximate""], ""unit"": ""mWm−2""}"
16,S0032063313003218-6651,6,MeasuredProperty,787,807,T3-6,electron energy flux,"{""HasQuantity"": ""T1-6""}"
17,S0032063313003218-6651,6,MeasuredEntity,812,819,T4-6,case EF,"{""HasProperty"": ""T3-6""}"
18,S0032063313003218-6651,7,Quantity,836,840,T1-7,~10%,"{""mods"": [""IsApproximate""]}"
19,S0032063313003218-6651,7,MeasuredProperty,787,807,T4-7,electron energy flux,"{""HasQuantity"": ""T1-7""}"
20,S0032063313003218-6651,7,MeasuredEntity,812,819,T3-7,case EF,"{""HasProperty"": ""T4-7""}"
21,S0032063313003218-6651,7,Qualifier,841,861,T2-7,smaller than case ES,"{""Qualifies"": ""T1-7""}"
22,S0032063313003218-6651,8,Quantity,863,872,T1-8,~8.8mWm−2,"{""mods"": [""IsApproximate""], ""unit"": ""mWm−2""}"
23,S0032063313003218-6651,8,MeasuredProperty,787,807,T3-8,electron energy flux,"{""HasQuantity"": ""T1-8""}"
24,S0032063313003218-6651,8,MeasuredEntity,854,861,T2-8,case ES,"{""HasProperty"": ""T3-8""}"
25,S0032063313003218-6651,9,Quantity,1023,1028,T1-9,~15kR,"{""mods"": [""IsApproximate""], ""unit"": ""kR""}"
26,S0032063313003218-6651,9,MeasuredProperty,971,1019,T3-9,observable polar emission (region II/I boundary),"{""HasQuantity"": ""T1-9""}"
27,S0032063313003218-6651,9,MeasuredEntity,932,951,T2-9,model also predicts,"{""HasProperty"": ""T3-9""}"
28,S0032063313003218-6651,9,Qualifier,1038,1053,T5-9,cases ES and EF,"{""Qualifies"": ""T2-9""}"
0,S0012821X13002185-994,1,Quantity,81,89,T1-1,∼33.7 Ma,"{""mods"": [""IsApproximate""], ""unit"": ""Ma""}"
1,S0012821X13002185-994,1,MeasuredEntity,91,94,T3-1,Oi1,"{""HasQuantity"": ""T1-1""}"
2,S0012821X13002185-994,2,Quantity,368,377,T1-2,up to 40%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
3,S0012821X13002185-994,2,MeasuredProperty,316,343,T4-2,siliceous walled autotrophs,"{""HasQuantity"": ""T1-2""}"
4,S0012821X13002185-994,2,MeasuredEntity,381,399,T3-2,primary production,"{""HasProperty"": ""T4-2""}"
5,S0012821X13002185-994,3,Quantity,895,899,T1-3,0.6‰,"{""unit"": ""‰""}"
6,S0012821X13002185-994,3,MeasuredProperty,900,904,T4-3,rise,"{""HasQuantity"": ""T1-3""}"
7,S0012821X13002185-994,3,MeasuredEntity,908,920,T3-3,diatom δ30Si,"{""HasProperty"": ""T4-3""}"
8,S0012821X13002185-994,3,Qualifier,853,869,T5-3,At ODP site 1090,"{""Qualifies"": ""T4-3""}"
9,S0012821X13002185-994,4,Quantity,1078,1082,T1-4,1.5‰,"{""unit"": ""‰""}"
10,S0012821X13002185-994,4,MeasuredProperty,1083,1090,T4-4,decline,"{""HasQuantity"": ""T1-4""}"
11,S0012821X13002185-994,4,MeasuredEntity,1094,1106,T3-4,sponge δ30Si,"{""HasProperty"": ""T4-4""}"
12,S0012821X13002185-994,4,Qualifier,1107,1122,T5-4,at ODP site 689,"{""Qualifies"": ""T4-4""}"
13,S0012821X13002185-994,5,Quantity,1308,1316,T1-5,∼31.5 Ma,"{""mods"": [""IsApproximate""], ""unit"": ""Ma""}"
14,S0012821X13002185-994,5,MeasuredProperty,1298,1304,T4-5,peaked,"{""HasQuantity"": ""T1-5""}"
15,S0012821X13002185-994,5,MeasuredEntity,1252,1297,T3-5,Intermediate depth silicic acid concentration,"{""HasProperty"": ""T4-5""}"
0,S0378383911001669-2260,1,Quantity,47,50,T1-1,two,"{""mods"": [""IsCount""]}"
1,S0378383911001669-2260,1,MeasuredEntity,51,58,T2-1,beaches,"{""HasQuantity"": ""T1-1""}"
2,S0378383911001669-2260,2,Quantity,377,395,T1-2,"1.3 mm and 8.4 mm,","{""mods"": [""IsList""], ""unit"": ""mm""}"
3,S0378383911001669-2260,2,MeasuredProperty,364,373,T2-2,roughness,"{""HasQuantity"": ""T1-2""}"
4,S0378383911001669-2260,2,MeasuredEntity,47,58,T3-2,two beaches,"{""HasProperty"": ""T2-2""}"
5,S0378383911001669-2260,3,Quantity,445,462,T1-3,approximately 50%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
6,S0378383911001669-2260,3,MeasuredProperty,232,248,T2-3,friction factors,"{""HasQuantity"": ""T1-3""}"
7,S0378383911001669-2260,3,MeasuredEntity,428,441,T4-3,rougher beach,"{""HasProperty"": ""T2-3""}"
8,S0378383911001669-2260,3,Qualifier,413,419,T3-3,higher,"{""Qualifies"": ""T2-3""}"
9,S0378383911001669-2260,4,Quantity,846,853,T1-4,0.072 m,"{""unit"": ""m""}"
10,S0378383911001669-2260,4,MeasuredEntity,842,843,T2-4,x,"{""HasQuantity"": ""T1-4""}"
11,S0378383911001669-2260,5,Quantity,1006,1013,T1-5,2.377 m,"{""unit"": ""m""}"
12,S0378383911001669-2260,5,MeasuredEntity,1002,1003,T2-5,x,"{""HasQuantity"": ""T1-5""}"
13,S0378383911001669-2260,6,Quantity,1063,1069,T1-6,8.4 mm,"{""unit"": ""mm""}"
14,S0378383911001669-2260,6,MeasuredEntity,1070,1075,T2-6,beach,"{""HasQuantity"": ""T1-6""}"
15,S0378383911001669-2260,7,Quantity,1544,1550,T1-7,8.4 mm,"{""unit"": ""mm""}"
16,S0378383911001669-2260,7,MeasuredEntity,1551,1556,T2-7,beach,"{""HasQuantity"": ""T1-7""}"
17,S0378383911001669-2260,8,Quantity,1588,1594,T1-8,1.3 mm,"{""unit"": ""mm""}"
18,S0378383911001669-2260,8,MeasuredEntity,1595,1600,T2-8,beach,"{""HasQuantity"": ""T1-8""}"
19,S0378383911001669-2260,9,Quantity,1633,1639,T1-9,1.3 mm,"{""unit"": ""mm""}"
20,S0378383911001669-2260,9,MeasuredEntity,1640,1645,T2-9,beach,"{""HasQuantity"": ""T1-9""}"
21,S0378383911001669-2260,10,Quantity,1705,1708,T1-10,two,"{""mods"": [""IsCount""]}"
22,S0378383911001669-2260,10,MeasuredEntity,1709,1738,T2-10,lowest locations on the beach,"{""HasQuantity"": ""T1-10""}"
0,S0167610513002729-1127,1,Quantity,22,25,T1-1,45°,"{""unit"": ""°""}"
1,S0167610513002729-1127,1,MeasuredEntity,26,30,T3-1,case,"{""HasQuantity"": ""T1-1""}"
2,S0167610513002729-1127,2,Quantity,148,154,T1-2,0.23 H,"{""unit"": ""H""}"
3,S0167610513002729-1127,2,MeasuredEntity,146,147,T2-2,z,"{""HasQuantity"": ""T1-2""}"
4,S0167610513002729-1127,2,Qualifier,133,141,T4-2,snapshot,"{""Qualifies"": ""T2-2""}"
5,S0167610513002729-1127,3,Quantity,528,534,T1-3,0.52 H,"{""unit"": ""H""}"
6,S0167610513002729-1127,4,Quantity,696,702,T1-4,0.80 H,"{""unit"": ""H""}"
0,S2211124712002884-1060,1,Quantity,656,659,T1-1,10%,"{""unit"": ""%""}"
1,S2211124712002884-1060,1,MeasuredProperty,660,678,T3-1,fetal bovine serum,"{""HasQuantity"": ""T1-1""}"
2,S2211124712002884-1060,1,MeasuredEntity,603,637,T2-1,Dulbecco's modified Eagle's medium,"{""HasProperty"": ""T3-1""}"
3,S2211124712002884-1060,1,Qualifier,638,655,T5-1,supplemented with,"{""Qualifies"": ""T3-1""}"
4,S2211124712002884-1060,2,Quantity,738,746,T1-2,100 U/ml,"{""unit"": ""U/ml""}"
5,S2211124712002884-1060,2,MeasuredProperty,713,736,T3-2,penicillin/streptomycin,"{""HasQuantity"": ""T1-2""}"
6,S2211124712002884-1060,2,MeasuredEntity,603,637,T4-2,Dulbecco's modified Eagle's medium,"{""HasProperty"": ""T3-2""}"
7,S2211124712002884-1060,2,Qualifier,638,655,T5-2,supplemented with,"{""Qualifies"": ""T3-2""}"
0,S2213671113001306-910,1,Quantity,901,908,T1-1,"10,500×","{""unit"": ""×""}"
1,S2213671113001306-910,1,MeasuredProperty,909,922,T2-1,magnification,"{""HasQuantity"": ""T1-1""}"
2,S2213671113001306-910,1,MeasuredEntity,865,876,T3-1,Left images,"{""HasProperty"": ""T2-1""}"
3,S2213671113001306-910,2,Quantity,974,981,T1-2,"25,000×","{""unit"": ""×""}"
4,S2213671113001306-910,2,MeasuredProperty,909,922,T3-2,magnification,"{""HasQuantity"": ""T1-2""}"
5,S2213671113001306-910,2,MeasuredEntity,924,941,T2-2,right micrographs,"{""HasProperty"": ""T3-2""}"
6,S2213671113001306-910,3,Quantity,1004,1008,T1-3,2 μm,"{""unit"": ""μm""}"
7,S2213671113001306-910,3,MeasuredProperty,1022,1030,T4-3,distance,"{""HasQuantity"": ""T1-3""}"
8,S2213671113001306-910,3,MeasuredEntity,983,993,T3-3,scale bars,"{""HasProperty"": ""T4-3""}"
9,S2213671113001306-910,4,Quantity,1015,1021,T1-4,0.2 μm,"{""unit"": ""μm""}"
10,S2213671113001306-910,4,MeasuredProperty,1022,1030,T2-4,distance,"{""HasQuantity"": ""T1-4""}"
11,S2213671113001306-910,4,MeasuredEntity,983,993,T3-4,scale bars,"{""HasProperty"": ""T2-4""}"
12,S2213671113001306-910,4,Qualifier,1009,1014,T5-4,inset,"{""Qualifies"": ""T3-4""}"
0,S0022459611006116-1448,1,Quantity,159,178,T1-1,between 5 and 300 K,"{""mods"": [""IsRange""], ""unit"": ""K""}"
1,S0022459611006116-1448,1,MeasuredProperty,80,91,T2-1,temperature,"{""HasQuantity"": ""T1-1""}"
2,S0022459611006116-1448,1,MeasuredEntity,51,66,T3-1,samples 1 and 2,"{""HasProperty"": ""T2-1""}"
0,S2211124713006475-1195,1,Quantity,429,437,T1-1,Two days,"{""unit"": ""days""}"
1,S2211124713006475-1195,1,MeasuredProperty,500,509,T5-1,dispersed,"{""HasQuantity"": ""T1-1""}"
2,S2211124713006475-1195,1,MeasuredEntity,468,488,T4-1,surviving GFP+ cells,"{""HasProperty"": ""T5-1""}"
3,S2211124713006475-1195,1,Qualifier,438,466,T3-1,after in ovo transplantation,"{""Qualifies"": ""T1-1""}"
4,S2211124713006475-1195,2,Quantity,812,818,T1-2,2 days,"{""unit"": ""days""}"
5,S2211124713006475-1195,2,MeasuredEntity,788,811,T4-2,in vivo fiber outgrowth,"{""HasQuantity"": ""T1-2""}"
6,S2211124713006475-1195,2,Qualifier,819,840,T5-2,after transplantation,"{""Qualifies"": ""T1-2""}"
0,S175058361300203X-1483,1,Quantity,765,769,T1-1,33 m,"{""unit"": ""m""}"
1,S175058361300203X-1483,1,MeasuredEntity,753,763,T3-1,upper part,"{""HasQuantity"": ""T1-1""}"
2,S175058361300203X-1483,1,Qualifier,778,797,T4-1,Stuttgart Formation,"{""Qualifies"": ""T3-1""}"
3,S175058361300203X-1483,2,Quantity,1050,1056,T1-2,20–25%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
4,S175058361300203X-1483,2,MeasuredProperty,1013,1033,T3-2,effective porosities,"{""HasQuantity"": ""T1-2""}"
5,S175058361300203X-1483,2,MeasuredEntity,918,936,T5-2,channel sandstones,"{""HasProperty"": ""T3-2""}"
6,S175058361300203X-1483,3,Quantity,1226,1229,T1-3,two,"{""mods"": [""IsCount""]}"
7,S175058361300203X-1483,3,MeasuredEntity,1230,1260,T3-3,high porosity sandstone layers,"{""HasQuantity"": ""T1-3""}"
0,S0032386113005454-2008,1,Quantity,69,82,T1-1,about −100 °C,"{""mods"": [""IsApproximate""], ""unit"": ""°C""}"
1,S0032386113005454-2008,1,MeasuredProperty,33,42,T4-1,toughened,"{""HasQuantity"": ""T1-1""}"
2,S0032386113005454-2008,1,MeasuredEntity,4,13,T3-1,particles,"{""HasProperty"": ""T4-1""}"
3,S0032386113005454-2008,1,Qualifier,47,60,T5-1,epoxy polymer,"{""Qualifies"": ""T4-1""}"
0,S0012821X12004384-1640,1,Quantity,39,41,T1-1,5‰,"{""unit"": ""‰""}"
1,S0012821X12004384-1640,1,MeasuredProperty,2,35,T4-1,negative carbon isotope excursion,"{""HasQuantity"": ""T1-1""}"
2,S0012821X12004384-1640,1,MeasuredEntity,102,135,T2-1,Paleocene–Eocene boundary section,"{""HasProperty"": ""T4-1""}"
3,S0012821X12004384-1640,1,Qualifier,137,168,T3-1,rom the central North Sea Basin,"{""Qualifies"": ""T2-1""}"
4,S0012821X12004384-1640,2,Quantity,478,486,T1-2,from 4 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
5,S0012821X12004384-1640,2,MeasuredEntity,422,477,T3-2,Enhanced halocline stratification and terrigenous input,"{""HasQuantity"": ""T1-2""}"
6,S0012821X12004384-1640,2,Qualifier,487,501,T4-2,before the CIE,"{""Qualifies"": ""T1-2""}"
7,S0012821X12004384-1640,3,Quantity,1226,1231,T1-3,54 oN,"{""unit"": ""oN""}"
8,S0012821X12004384-1640,3,MeasuredProperty,1212,1225,T3-3,paleolatitude,"{""HasQuantity"": ""T1-3""}"
9,S0012821X12004384-1640,3,MeasuredEntity,1202,1210,T4-3,location,"{""HasProperty"": ""T3-3""}"
0,S0021979713004438-1401,1,Quantity,111,118,T1-1,10 wt.%,"{""unit"": ""wt.%""}"
1,S0021979713004438-1401,1,MeasuredProperty,119,123,T5-1,NaOH,"{""HasQuantity"": ""T1-1""}"
2,S0021979713004438-1401,1,MeasuredEntity,124,132,T4-1,solution,"{""HasProperty"": ""T5-1""}"
3,S0021979713004438-1401,2,Quantity,207,212,T1-2,99.5%,"{""unit"": ""%""}"
4,S0021979713004438-1401,2,MeasuredEntity,213,225,T2-2,pure ethanol,"{""HasQuantity"": ""T1-2""}"
5,S0021979713004438-1401,3,Quantity,825,832,T1-3,69 ± 3°,"{""mods"": [""HasTolerance""], ""unit"": ""°""}"
6,S0021979713004438-1401,3,MeasuredProperty,784,797,T3-3,contact angle,"{""HasQuantity"": ""T1-3""}"
7,S0021979713004438-1401,3,MeasuredEntity,778,783,T4-3,water,"{""HasProperty"": ""T3-3""}"
8,S0021979713004438-1401,3,Qualifier,805,821,T5-3,hematite surface,"{""Qualifies"": ""T3-3""}"
9,S0021979713004438-1401,4,Quantity,888,895,T1-4,−0.72 V,"{""unit"": ""V""}"
10,S0021979713004438-1401,4,MeasuredProperty,842,864,T3-4,open circuit potential,"{""HasQuantity"": ""T1-4""}"
11,S0021979713004438-1401,4,MeasuredEntity,805,821,T5-4,hematite surface,"{""HasProperty"": ""T3-4""}"
12,S0021979713004438-1401,4,Qualifier,865,884,T4-4,relative to Ag/AgCl,"{""Qualifies"": ""T3-4""}"
0,S0168945213001805-5026,1,Quantity,0,13,T1-1,Four-year-old,"{""unit"": ""year-old""}"
1,S0168945213001805-5026,1,MeasuredEntity,14,34,T3-1,wild-type cottonwood,"{""HasQuantity"": ""T1-1""}"
2,S0168945213001805-5026,2,Quantity,201,204,T1-2,13%,"{""unit"": ""%""}"
3,S0168945213001805-5026,2,MeasuredProperty,181,191,T3-2,net growth,"{""HasQuantity"": ""T1-2""}"
4,S0168945213001805-5026,2,MeasuredEntity,159,174,T4-2,wild-type trees,"{""HasProperty"": ""T3-2""}"
5,S0168945213001805-5026,2,Qualifier,205,259,T5-2,less than those over-expressing the cry toxins from Bt,"{""Qualifies"": ""T1-2""}"
6,S0168945213001805-5026,3,Quantity,431,436,T1-3,three,"{""mods"": [""IsCount""]}"
7,S0168945213001805-5026,3,MeasuredEntity,437,451,T2-3,beetle species,"{""HasQuantity"": ""T1-3""}"
0,S2213671113001306-1404,1,Quantity,47,54,T1-1,4 weeks,"{""unit"": ""weeks""}"
1,S2213671113001306-1404,1,MeasuredProperty,13,43,T5-1,sacrificed and perfusion-fixed,"{""HasQuantity"": ""T1-1""}"
2,S2213671113001306-1404,1,MeasuredEntity,0,7,T4-1,Animals,"{""HasProperty"": ""T5-1""}"
3,S2213671113001306-1404,1,Qualifier,55,74,T3-1,posttransplantation,"{""Qualifies"": ""T1-1""}"
4,S2213671113001306-1404,2,Quantity,602,609,T1-2,1 month,"{""unit"": ""month""}"
5,S2213671113001306-1404,2,MeasuredProperty,576,584,T4-2,survival,"{""HasQuantity"": ""T1-2""}"
6,S2213671113001306-1404,2,MeasuredEntity,588,597,T3-2,human RPE,"{""HasProperty"": ""T4-2""}"
7,S2213671113001306-1404,3,Quantity,1080,1097,T1-3,approximately 95%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
8,S2213671113001306-1404,3,MeasuredProperty,1065,1073,T4-3,survival,"{""HasQuantity"": ""T1-3""}"
9,S2213671113001306-1404,3,MeasuredEntity,1050,1064,T3-3,human RPE cell,"{""HasProperty"": ""T4-3""}"
10,S2213671113001306-1404,3,Qualifier,1098,1111,T5-3,after 1 month,"{""Qualifies"": ""T4-3""}"
11,S2213671113001306-1404,4,Quantity,1098,1111,T1-4,after 1 month,"{""mods"": [""IsRange""], ""unit"": ""month""}"
12,S2213671113001306-1404,4,MeasuredProperty,1065,1073,T4-4,survival,"{""HasQuantity"": ""T1-4""}"
13,S2213671113001306-1404,4,MeasuredEntity,1050,1064,T3-4,human RPE cell,"{""HasProperty"": ""T4-4""}"
14,S2213671113001306-1404,5,Quantity,1560,1572,T1-5,over 4 weeks,"{""mods"": [""IsRange""], ""unit"": ""weeks""}"
15,S2213671113001306-1404,5,MeasuredProperty,1472,1480,T4-5,survival,"{""HasQuantity"": ""T1-5""}"
16,S2213671113001306-1404,5,MeasuredEntity,1484,1503,T3-5,polarized human RPE,"{""HasProperty"": ""T4-5""}"
17,S2213671113001306-1404,5,Qualifier,1504,1559,T5-5,from fetal and adult donors xenografted into rabbit SRS,"{""Qualifies"": ""T3-5""}"
0,S0032063312003054-2467,1,Quantity,719,722,T1-1,10%,"{""unit"": ""%""}"
1,S0032063312003054-2467,1,MeasuredProperty,620,709,T4-1,category-4 still make up the second largest group and when added together with category-2,"{""HasQuantity"": ""T1-1""}"
2,S0032063312003054-2467,1,MeasuredEntity,726,736,T3-1,MEX orbits,"{""HasProperty"": ""T4-1""}"
0,S0019103511004994-1399,1,Quantity,32,45,T1-1,62 satellites,"{""mods"": [""IsCount""]}"
1,S0019103511004994-1399,1,MeasuredEntity,49,55,T2-1,Saturn,"{""HasQuantity"": ""T1-1""}"
2,S0019103511004994-1399,2,Quantity,92,112,T1-2,3.95 Saturn radii RS,"{""unit"": ""Saturn radii RS""}"
3,S0019103511004994-1399,2,MeasuredProperty,80,88,T4-2,distance,"{""HasQuantity"": ""T1-2""}"
4,S0019103511004994-1399,2,MeasuredEntity,0,9,T2-2,Enceladus,"{""HasProperty"": ""T4-2""}"
5,S0019103511004994-1399,2,Qualifier,57,74,T3-2,orbits the planet,"{""Qualifies"": ""T4-2""}"
6,S0019103511004994-1399,3,Quantity,120,129,T1-3,"60,268 km","{""unit"": ""km""}"
7,S0019103511004994-1399,3,MeasuredEntity,114,117,T3-3,1RS,"{""HasQuantity"": ""T1-3""}"
8,S0019103511004994-1399,4,Quantity,241,247,T1-4,252 km,"{""unit"": ""km""}"
9,S0019103511004994-1399,4,MeasuredProperty,221,232,T2-4,radius REnc,"{""HasQuantity"": ""T1-4""}"
10,S0019103511004994-1399,4,MeasuredEntity,0,9,T4-4,Enceladus,"{""HasProperty"": ""T2-4""}"
11,S0019103511004994-1399,5,Quantity,512,516,T1-5,1979,
12,S0019103511004994-1399,5,MeasuredProperty,480,492,T3-5,first flybys,"{""HasQuantity"": ""T1-5""}"
13,S0019103511004994-1399,5,MeasuredEntity,500,510,T2-5,Pioneer 11,"{""HasProperty"": ""T3-5""}"
14,S0019103511004994-1399,6,Quantity,530,534,T3-6,1980,
15,S0019103511004994-1399,6,MeasuredProperty,480,492,T1-6,first flybys,"{""HasQuantity"": ""T3-6""}"
16,S0019103511004994-1399,6,MeasuredEntity,519,528,T2-6,Voyager 1,"{""HasProperty"": ""T1-6""}"
17,S0019103511004994-1399,7,Quantity,551,555,T1-7,1981,
18,S0019103511004994-1399,7,MeasuredProperty,480,492,T3-7,first flybys,"{""HasQuantity"": ""T1-7""}"
19,S0019103511004994-1399,7,MeasuredEntity,540,549,T2-7,Voyager 2,"{""HasProperty"": ""T3-7""}"
20,S0019103511004994-1399,8,Quantity,735,750,T1-8,since July 2004,"{""mods"": [""IsRange""]}"
21,S0019103511004994-1399,8,MeasuredProperty,715,734,T3-8,orbit around Saturn,"{""HasQuantity"": ""T1-8""}"
22,S0019103511004994-1399,8,MeasuredEntity,692,710,T2-8,Cassini spacecraft,"{""HasProperty"": ""T3-8""}"
23,S0019103511004994-1399,9,Quantity,775,783,T1-9,14 times,
24,S0019103511004994-1399,9,MeasuredProperty,756,774,T3-9,flown by Enceladus,"{""HasQuantity"": ""T1-9""}"
25,S0019103511004994-1399,9,MeasuredEntity,692,710,T2-9,Cassini spacecraft,"{""HasProperty"": ""T3-9""}"
26,S0019103511004994-1399,9,Qualifier,784,805,T4-9,between 2005 and 2010,"{""Qualifies"": ""T3-9""}"
27,S0019103511004994-1399,10,Quantity,784,805,T1-10,between 2005 and 2010,"{""mods"": [""IsRange""]}"
28,S0019103511004994-1399,10,MeasuredProperty,756,783,T3-10,flown by Enceladus 14 times,"{""HasQuantity"": ""T1-10""}"
