	X	label
223	tensor([0.0681, 1.2934, 3.8669,  ..., 0.0160, 0.0147, 0.0114])	1
224	tensor([0.0681, 1.2934, 3.8669,  ..., 0.0094, 0.0115, 0.0125])	0
225	tensor([0.0681, 1.2934, 3.8669,  ..., 0.0160, 0.0147, 0.0114])	0
226	tensor([0.0681, 1.2934, 3.8669,  ..., 0.0094, 0.0115, 0.0125])	1
227	tensor([1.8605, 0.3721, 1.2186,  ..., 0.0232, 0.0203, 0.0232])	0
228	tensor([1.8605, 0.3721, 1.2186,  ..., 0.0129, 0.0527, 0.0205])	1
229	"tensor([1.8605e+00, 3.7205e-01, 1.2186e+00,  ..., 1.2597e-03, 7.6893e-03,
        3.8111e-03])"	0
230	tensor([0.8185, 1.6845, 1.3386,  ..., 0.0253, 0.0451, 0.2577])	0
231	tensor([0.8185, 1.6845, 1.3386,  ..., 0.0119, 0.0537, 0.2232])	0
232	tensor([0.8185, 1.6845, 1.3386,  ..., 0.0092, 0.0400, 0.1006])	1
233	tensor([0.8185, 1.6845, 1.3386,  ..., 0.0253, 0.0451, 0.2577])	0
234	tensor([0.8185, 1.6845, 1.3386,  ..., 0.0119, 0.0537, 0.2232])	0
235	tensor([0.8185, 1.6845, 1.3386,  ..., 0.0092, 0.0400, 0.1006])	0
236	"tensor([2.5160e+00, 1.4601e+00, 5.2998e+00,  ..., 4.7775e-03, 2.2158e-02,
        4.0765e-02])"	0
237	"tensor([2.5160e+00, 1.4601e+00, 5.2998e+00,  ..., 3.7608e-03, 1.3924e-02,
        1.3412e-02])"	0
238	tensor([2.5160, 1.4601, 5.2998,  ..., 0.0101, 0.0638, 0.0325])	1
239	tensor([1.9725, 0.4274, 1.8911,  ..., 0.0063, 0.0091, 0.0062])	0
240	tensor([1.9725, 0.4274, 1.8911,  ..., 0.0034, 0.0098, 0.0044])	0
241	tensor([1.9725, 0.4274, 1.8911,  ..., 0.0132, 0.0314, 0.0065])	0
242	tensor([-0.1656,  1.6749,  3.1501,  ...,  0.0148,  0.0756,  0.0242])	1
243	tensor([0.3010, 1.6060, 4.9364,  ..., 0.0074, 0.0512, 0.0755])	1
244	tensor([2.7622, 0.8530, 3.2768,  ..., 0.0255, 0.0143, 0.0390])	1
245	tensor([1.3234, 1.7596, 1.5666,  ..., 0.0380, 0.0201, 0.0157])	1
246	tensor([2.1345, 2.3948, 1.0233,  ..., 0.0348, 0.0221, 0.0431])	1
247	tensor([2.4582, 4.3875, 1.5905,  ..., 0.0052, 0.0355, 0.0342])	1
248	tensor([2.0684, 3.0347, 1.6298,  ..., 0.0090, 0.0528, 0.0237])	1
249	tensor([2.0684, 3.0347, 1.6298,  ..., 0.0037, 0.0161, 0.0119])	0
250	"tensor([2.0684e+00, 3.0347e+00, 1.6298e+00,  ..., 1.6985e-03, 8.1821e-03,
        5.1112e-03])"	0
251	"tensor([4.6709e+00, 1.0600e+00, 3.9628e+00,  ..., 2.5379e-03, 3.4308e-02,
        2.7543e-02])"	1
252	"tensor([4.6709e+00, 1.0600e+00, 3.9628e+00,  ..., 8.3917e-04, 1.0176e-02,
        7.8431e-03])"	0
253	"tensor([4.6709e+00, 1.0600e+00, 3.9628e+00,  ..., 8.3766e-04, 6.4291e-03,
        5.2040e-03])"	0
254	"tensor([4.6709e+00, 1.0600e+00, 3.9628e+00,  ..., 2.5379e-03, 3.4308e-02,
        2.7543e-02])"	0
255	"tensor([4.6709e+00, 1.0600e+00, 3.9628e+00,  ..., 8.3917e-04, 1.0176e-02,
        7.8431e-03])"	0
256	"tensor([4.6709e+00, 1.0600e+00, 3.9628e+00,  ..., 8.3766e-04, 6.4291e-03,
        5.2040e-03])"	1
257	"tensor([-1.6570e+00,  4.2367e+00,  3.4299e+00,  ...,  3.8534e-03,
         4.9314e-02,  1.8407e-01])"	0
258	"tensor([-1.6570e+00,  4.2367e+00,  3.4299e+00,  ...,  3.4814e-03,
         3.6112e-02,  1.3379e-01])"	1
259	"tensor([-1.6570e+00,  4.2367e+00,  3.4299e+00,  ...,  1.4676e-03,
         1.2114e-02,  6.0920e-02])"	0
260	"tensor([-4.8140e-01,  3.0951e+00,  3.1779e+00,  ...,  3.3613e-04,
         5.2821e-03,  2.3168e-02])"	0
261	"tensor([-4.8140e-01,  3.0951e+00,  3.1779e+00,  ...,  1.0455e-03,
         1.3581e-02,  3.4483e-02])"	1
262	"tensor([-4.8140e-01,  3.0951e+00,  3.1779e+00,  ...,  2.7182e-03,
         2.0073e-02,  2.5917e-02])"	0
263	"tensor([3.0413e-01, 1.6889e+00, 3.5377e+00,  ..., 3.4123e-04, 5.4725e-03,
        3.0727e-02])"	0
264	"tensor([3.0413e-01, 1.6889e+00, 3.5377e+00,  ..., 8.6277e-04, 1.0355e-02,
        3.0763e-02])"	0
265	"tensor([3.0413e-01, 1.6889e+00, 3.5377e+00,  ..., 2.1840e-03, 1.9295e-02,
        3.9556e-02])"	1
266	tensor([-1.9518,  1.2837,  2.4189,  ...,  0.0043,  0.0241,  0.0250])	1
267	tensor([-0.5543,  1.5874,  1.8739,  ...,  0.0077,  0.0154,  0.0182])	1
268	tensor([3.9259, 2.5196, 1.1280,  ..., 0.0295, 0.0412, 0.0511])	1
269	tensor([4.3024, 1.8381, 1.7059,  ..., 0.0229, 0.0150, 0.0142])	1
270	"tensor([-6.0503e-01,  1.0531e+00, -9.3336e-02,  ...,  7.7857e-04,
         1.1318e-02,  1.2358e-02])"	1
271	"tensor([-9.4852e-01,  2.0420e+00,  1.6370e+00,  ...,  2.1787e-04,
         8.1597e-03,  1.5198e-02])"	1
272	"tensor([3.7206e+00, 9.1740e-01, 1.9685e+00,  ..., 2.8461e-03, 3.7020e-03,
        8.9758e-04])"	0
273	"tensor([3.7206e+00, 9.1740e-01, 1.9685e+00,  ..., 2.5052e-03, 4.3222e-03,
        6.0899e-03])"	1
274	tensor([ 1.8184, -0.5079,  2.0504,  ...,  0.0030,  0.0184,  0.0173])	1
275	"tensor([ 1.8184e+00, -5.0787e-01,  2.0504e+00,  ...,  1.0548e-03,
         1.0460e-02,  6.5684e-03])"	0
276	"tensor([-1.9676e+00,  9.4351e-01,  2.3976e+00,  ...,  6.4578e-04,
         1.1916e-02,  3.6574e-03])"	1
277	"tensor([-1.9676e+00,  9.4351e-01,  2.3976e+00,  ...,  7.2139e-04,
         2.3420e-02,  8.7016e-03])"	0
278	"tensor([4.0459e+00, 2.5161e+00, 4.4508e-01,  ..., 2.0324e-03, 1.0483e-02,
        3.4019e-03])"	0
279	tensor([4.0459, 2.5161, 0.4451,  ..., 0.0075, 0.0199, 0.0155])	1
280	"tensor([-3.1946e-01, -2.8098e+00,  4.5000e+00,  ...,  1.8315e-03,
         6.5394e-03,  5.0578e-03])"	1
281	tensor([-0.9017, -0.4906,  0.9577,  ...,  0.0054,  0.0022,  0.0040])	1
282	"tensor([ 2.7029e-02, -9.7672e-01,  1.2072e+00,  ...,  2.8040e-03,
         9.7674e-04,  1.6262e-03])"	1
283	"tensor([1.7267e+00, 2.3281e+00, 3.1609e+00,  ..., 2.1698e-03, 1.5571e-02,
        1.6941e-02])"	1
284	"tensor([1.5542e+00, 9.8732e-01, 4.3102e+00,  ..., 2.9295e-03, 1.2429e-02,
        1.2061e-02])"	1
285	"tensor([-1.8290e+00,  4.5714e-01,  4.2932e+00,  ...,  9.1613e-04,
         8.9624e-03,  1.0658e-02])"	1
286	"tensor([-2.7066e+00,  9.6031e-02,  4.2968e+00,  ...,  2.0926e-03,
         3.7856e-02,  2.6368e-02])"	1
287	"tensor([-1.1331e+00,  2.1935e-01,  3.5293e+00,  ...,  1.3752e-04,
         5.3638e-03,  8.4218e-03])"	1
288	"tensor([-1.1331e+00,  2.1935e-01,  3.5293e+00,  ...,  3.7647e-04,
         5.6926e-03,  1.4724e-02])"	0
289	"tensor([-1.1331e+00,  2.1935e-01,  3.5293e+00,  ...,  1.3752e-04,
         5.3638e-03,  8.4218e-03])"	0
290	"tensor([-1.1331e+00,  2.1935e-01,  3.5293e+00,  ...,  3.7647e-04,
         5.6926e-03,  1.4724e-02])"	1
291	"tensor([-1.9680e+00,  2.5466e+00,  3.2276e+00,  ...,  4.1764e-04,
         8.0519e-03,  1.0521e-02])"	1
292	"tensor([-1.9680e+00,  2.5466e+00,  3.2276e+00,  ...,  8.4443e-04,
         5.2435e-03,  1.3721e-02])"	0
293	"tensor([1.0676e+00, 3.0499e+00, 4.7362e+00,  ..., 7.5567e-04, 4.7081e-03,
        2.2113e-03])"	1
294	"tensor([1.5441e+00, 4.3199e+00, 3.5251e+00,  ..., 1.1826e-03, 5.6019e-03,
        4.5548e-03])"	1
295	tensor([2.2423, 1.3341, 3.3616,  ..., 0.0425, 0.0251, 0.0195])	1
296	"tensor([-2.7687e+00,  1.2029e+00,  4.3763e+00,  ...,  6.9360e-04,
         6.4531e-03,  2.4025e-03])"	1
297	"tensor([-2.7687e+00,  1.2029e+00,  4.3763e+00,  ...,  2.3352e-04,
         2.0124e-03,  1.6496e-03])"	0
298	"tensor([4.2111e-01, 7.1127e-01, 3.0231e+00,  ..., 5.1173e-04, 9.8036e-03,
        4.1103e-03])"	1
299	"tensor([4.2111e-01, 7.1127e-01, 3.0231e+00,  ..., 2.2736e-04, 4.4531e-03,
        2.3090e-03])"	0
300	"tensor([-2.2543e+00,  3.1587e+00,  2.5645e+00,  ...,  4.2573e-04,
         2.0340e-03,  6.3996e-04])"	0
301	"tensor([-2.2543e+00,  3.1587e+00,  2.5645e+00,  ...,  9.6084e-04,
         2.3801e-03,  5.1155e-04])"	1
302	tensor([-1.8228,  0.5199,  2.4647,  ...,  0.0110,  0.0131,  0.0093])	1
303	tensor([0.7676, 0.8994, 0.0134,  ..., 0.0233, 0.0146, 0.0298])	1
304	tensor([1.1724, 1.8180, 0.4998,  ..., 0.0773, 0.0053, 0.0126])	1
305	"tensor([-3.9930e-01,  1.2845e+00,  3.0545e+00,  ...,  1.4444e-03,
         8.4477e-03,  8.1108e-03])"	1
306	"tensor([-1.9076e+00,  1.1421e+00,  2.5350e+00,  ...,  1.5981e-03,
         7.3466e-03,  7.4612e-03])"	1
307	"tensor([-1.9076e+00,  1.1421e+00,  2.5350e+00,  ...,  1.6914e-04,
         1.5268e-03,  1.6246e-03])"	0
308	"tensor([-1.9076e+00,  1.1421e+00,  2.5350e+00,  ...,  1.3095e-04,
         4.8658e-03,  3.6553e-03])"	0
309	"tensor([-1.9076e+00,  1.1421e+00,  2.5350e+00,  ...,  1.7859e-04,
         1.8903e-03,  2.2605e-03])"	0
310	"tensor([1.7606e+00, 1.2620e+00, 2.6468e+00,  ..., 1.7974e-03, 3.5845e-03,
        1.8257e-03])"	1
311	"tensor([1.7606e+00, 1.2620e+00, 2.6468e+00,  ..., 2.6086e-04, 7.5994e-04,
        9.1838e-04])"	0
312	"tensor([1.7606e+00, 1.2620e+00, 2.6468e+00,  ..., 1.4282e-04, 2.3648e-03,
        8.6938e-04])"	0
313	"tensor([1.7606e+00, 1.2620e+00, 2.6468e+00,  ..., 2.8843e-04, 1.8235e-03,
        9.4716e-04])"	0
314	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  1.0275e-03,
         6.4171e-03,  3.6221e-03])"	0
315	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  8.2472e-04,
         4.8239e-03,  2.0051e-03])"	1
316	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  3.4543e-04,
         4.8543e-03,  1.8669e-03])"	0
317	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  4.4975e-04,
         3.2367e-03,  5.6585e-04])"	0
318	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  1.0275e-03,
         6.4171e-03,  3.6221e-03])"	0
319	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  8.2472e-04,
         4.8239e-03,  2.0051e-03])"	0
320	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  3.4543e-04,
         4.8543e-03,  1.8669e-03])"	0
321	"tensor([-2.9330e+00,  3.0822e+00,  9.4930e-01,  ...,  4.4975e-04,
         3.2367e-03,  5.6585e-04])"	1
322	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 1.4455e-03, 4.3614e-03,
        1.7508e-03])"	0
323	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 8.7440e-04, 1.9716e-02,
        4.8951e-03])"	1
324	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 4.0589e-04, 7.6958e-03,
        1.0178e-03])"	0
325	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 8.4556e-04, 5.7760e-03,
        1.4581e-03])"	0
326	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 1.4455e-03, 4.3614e-03,
        1.7508e-03])"	0
327	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 8.7440e-04, 1.9716e-02,
        4.8951e-03])"	0
328	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 4.0589e-04, 7.6958e-03,
        1.0178e-03])"	0
329	"tensor([2.2780e+00, 6.7597e-01, 3.2288e+00,  ..., 8.4556e-04, 5.7760e-03,
        1.4581e-03])"	1
330	"tensor([-2.2376e+00,  1.8680e+00,  3.6280e+00,  ...,  6.5419e-04,
         1.1126e-02,  5.4945e-03])"	0
331	"tensor([-2.2376e+00,  1.8680e+00,  3.6280e+00,  ...,  4.7116e-04,
         1.6544e-02,  7.7770e-03])"	0
332	"tensor([-2.2376e+00,  1.8680e+00,  3.6280e+00,  ...,  2.7301e-04,
         1.3879e-02,  5.4354e-03])"	1
333	"tensor([-2.2376e+00,  1.8680e+00,  3.6280e+00,  ...,  4.2245e-04,
         1.7060e-02,  4.0053e-03])"	0
334	"tensor([1.1265e+00, 9.3030e-01, 2.8170e+00,  ..., 1.4326e-03, 1.1372e-02,
        1.0804e-02])"	1
335	tensor([1.7082, 0.9662, 3.0217,  ..., 0.0054, 0.0051, 0.0091])	1
336	"tensor([1.9264e-01, 8.2222e-01, 4.1143e+00,  ..., 1.3147e-03, 5.7133e-03,
        4.5234e-03])"	1
337	"tensor([4.4691e+00, 1.4456e+00, 1.5047e+00,  ..., 2.7123e-03, 3.9174e-03,
        3.4578e-03])"	1
338	tensor([-0.1265,  0.9300,  3.5426,  ...,  0.0419,  0.0223,  0.0105])	1
339	"tensor([-1.2651e-01,  9.3001e-01,  3.5426e+00,  ...,  8.9386e-03,
         1.4130e-02,  2.4255e-03])"	0
340	tensor([-0.2691,  3.5048,  1.9521,  ...,  0.0111,  0.0224,  0.0175])	1
341	tensor([-0.2691,  3.5048,  1.9521,  ...,  0.0170,  0.0314,  0.0176])	0
342	"tensor([9.1635e-01, 3.3416e+00, 2.9735e+00,  ..., 2.8368e-03, 1.4482e-02,
        1.3415e-02])"	0
343	tensor([0.9163, 3.3416, 2.9735,  ..., 0.0082, 0.0230, 0.0222])	1
344	tensor([-1.6438,  3.0997,  2.2232,  ...,  0.0052,  0.0187,  0.0053])	0
345	tensor([-1.6438,  3.0997,  2.2232,  ...,  0.0117,  0.0142,  0.0093])	1
346	tensor([-0.9238, -1.8891,  1.5579,  ...,  0.0040,  0.0030,  0.0045])	1
347	"tensor([-9.2379e-01, -1.8891e+00,  1.5579e+00,  ...,  3.6773e-03,
         1.6798e-03,  1.2013e-03])"	0
348	tensor([-0.9238, -1.8891,  1.5579,  ...,  0.0040,  0.0030,  0.0045])	0
349	"tensor([-9.2379e-01, -1.8891e+00,  1.5579e+00,  ...,  3.6773e-03,
         1.6798e-03,  1.2013e-03])"	1
350	"tensor([-6.3729e-01,  1.3125e+00,  4.6532e+00,  ...,  1.5741e-03,
         1.7616e-03,  1.9802e-02])"	1
351	"tensor([-6.3729e-01,  1.3125e+00,  4.6532e+00,  ...,  1.3003e-03,
         2.1053e-03,  8.0543e-03])"	0
352	"tensor([-1.7592e+00,  1.7323e+00,  3.2238e+00,  ...,  3.2026e-03,
         1.9131e-03,  2.5180e-02])"	0
353	"tensor([-1.7592e+00,  1.7323e+00,  3.2238e+00,  ...,  2.5248e-03,
         5.2530e-03,  1.1291e-02])"	1
354	"tensor([-3.7011e+00, -1.0458e-01,  6.4263e-02,  ...,  1.4249e-03,
         5.2705e-03,  3.2294e-02])"	1
355	"tensor([-3.7011e+00, -1.0458e-01,  6.4263e-02,  ...,  1.2252e-03,
         7.1775e-03,  3.4051e-02])"	0
356	"tensor([-3.7011e+00, -1.0458e-01,  6.4263e-02,  ...,  1.4249e-03,
         5.2705e-03,  3.2294e-02])"	0
357	"tensor([-3.7011e+00, -1.0458e-01,  6.4263e-02,  ...,  1.2252e-03,
         7.1775e-03,  3.4051e-02])"	1
358	"tensor([-2.1558e+00,  9.4554e-01,  3.5168e+00,  ...,  2.6233e-03,
         1.7734e-03,  1.7807e-02])"	1
359	"tensor([-2.1558e+00,  9.4554e-01,  3.5168e+00,  ...,  2.4101e-03,
         2.8152e-03,  1.9642e-02])"	0
360	"tensor([-2.3768e+00,  1.1487e+00,  3.2140e+00,  ...,  1.2007e-03,
         1.8516e-03,  3.1521e-02])"	0
361	"tensor([-2.3768e+00,  1.1487e+00,  3.2140e+00,  ...,  9.0708e-04,
         4.4843e-03,  3.6976e-02])"	1
362	"tensor([ 5.7248e-01, -2.0021e+00,  2.9733e+00,  ...,  2.7319e-03,
         2.0778e-02,  3.1611e-02])"	0
363	"tensor([ 5.7248e-01, -2.0021e+00,  2.9733e+00,  ...,  1.0798e-03,
         8.2771e-03,  6.8431e-03])"	0
364	"tensor([ 5.7248e-01, -2.0021e+00,  2.9733e+00,  ...,  8.3307e-04,
         2.0589e-02,  1.4397e-02])"	1
365	"tensor([ 5.7248e-01, -2.0021e+00,  2.9733e+00,  ...,  3.0438e-03,
         1.0691e-03,  4.3840e-02])"	0
366	"tensor([ 5.7248e-01, -2.0021e+00,  2.9733e+00,  ...,  1.6213e-03,
         2.2990e-03,  8.0064e-02])"	0
367	tensor([-1.0209, -0.6878,  3.0866,  ...,  0.0061,  0.0107,  0.0057])	1
368	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  3.8876e-03,
         1.0630e-02,  1.8985e-03])"	0
369	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  2.5680e-03,
         1.0067e-02,  1.0238e-03])"	0
370	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  3.6634e-03,
         5.9162e-04,  5.1166e-03])"	0
371	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  1.8886e-03,
         1.0815e-03,  3.8405e-03])"	0
372	tensor([-1.0209, -0.6878,  3.0866,  ...,  0.0061,  0.0107,  0.0057])	0
373	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  3.8876e-03,
         1.0630e-02,  1.8985e-03])"	1
374	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  2.5680e-03,
         1.0067e-02,  1.0238e-03])"	0
375	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  3.6634e-03,
         5.9162e-04,  5.1166e-03])"	0
376	"tensor([-1.0209e+00, -6.8779e-01,  3.0866e+00,  ...,  1.8886e-03,
         1.0815e-03,  3.8405e-03])"	0
377	"tensor([2.2665e+00, 2.8803e+00, 2.8463e+00,  ..., 1.0740e-02, 6.3842e-03,
        2.4577e-03])"	0
378	"tensor([2.2665e+00, 2.8803e+00, 2.8463e+00,  ..., 1.8703e-02, 1.4180e-02,
        2.2750e-03])"	1
379	"tensor([2.2665e+00, 2.8803e+00, 2.8463e+00,  ..., 7.4599e-03, 4.4796e-03,
        7.8784e-04])"	0
380	"tensor([2.2665e+00, 2.8803e+00, 2.8463e+00,  ..., 2.4446e-03, 2.6854e-04,
        6.9757e-04])"	0
381	"tensor([2.2665e+00, 2.8803e+00, 2.8463e+00,  ..., 1.4464e-03, 4.3239e-04,
        5.3532e-04])"	0
382	"tensor([-3.8360e+00,  3.4083e+00,  2.8322e+00,  ...,  3.2629e-03,
         3.4648e-03,  3.0432e-03])"	0
383	"tensor([-3.8360e+00,  3.4083e+00,  2.8322e+00,  ...,  3.3569e-03,
         1.5847e-03,  5.3511e-04])"	0
384	"tensor([-3.8360e+00,  3.4083e+00,  2.8322e+00,  ...,  1.6577e-03,
         2.6682e-03,  2.5268e-04])"	0
385	"tensor([-3.8360e+00,  3.4083e+00,  2.8322e+00,  ...,  6.5362e-03,
         9.7346e-04,  1.0835e-02])"	1
386	"tensor([-3.8360e+00,  3.4083e+00,  2.8322e+00,  ...,  4.5217e-03,
         3.0063e-03,  7.5327e-03])"	0
387	"tensor([-4.7950e+00,  3.6466e+00,  1.7818e+00,  ...,  3.2920e-03,
         5.5394e-03,  3.6393e-03])"	0
388	"tensor([-4.7950e+00,  3.6466e+00,  1.7818e+00,  ...,  5.5696e-03,
         3.7913e-03,  8.6158e-04])"	0
389	"tensor([-4.7950e+00,  3.6466e+00,  1.7818e+00,  ...,  1.1095e-03,
         5.8089e-03,  3.4846e-04])"	0
390	"tensor([-4.7950e+00,  3.6466e+00,  1.7818e+00,  ...,  6.1353e-03,
         1.3111e-03,  1.5584e-02])"	0
391	"tensor([-4.7950e+00,  3.6466e+00,  1.7818e+00,  ...,  2.6529e-03,
         4.4932e-03,  1.3454e-02])"	1
392	tensor([-2.6252,  4.4387,  1.6408,  ...,  0.0059,  0.0077,  0.0456])	0
393	"tensor([-2.6252e+00,  4.4387e+00,  1.6408e+00,  ...,  3.0494e-03,
         5.8359e-03,  6.7113e-03])"	0
394	tensor([-2.6252,  4.4387,  1.6408,  ...,  0.0046,  0.0074,  0.0051])	0
395	"tensor([-2.6252e+00,  4.4387e+00,  1.6408e+00,  ...,  8.2826e-03,
         2.1834e-03,  3.9486e-02])"	1
396	tensor([-2.6252,  4.4387,  1.6408,  ...,  0.0056,  0.0088,  0.0309])	0
397	tensor([-2.6252,  4.4387,  1.6408,  ...,  0.0059,  0.0077,  0.0456])	0
398	"tensor([-2.6252e+00,  4.4387e+00,  1.6408e+00,  ...,  3.0494e-03,
         5.8359e-03,  6.7113e-03])"	0
399	tensor([-2.6252,  4.4387,  1.6408,  ...,  0.0046,  0.0074,  0.0051])	0
400	"tensor([-2.6252e+00,  4.4387e+00,  1.6408e+00,  ...,  8.2826e-03,
         2.1834e-03,  3.9486e-02])"	0
401	tensor([-2.6252,  4.4387,  1.6408,  ...,  0.0056,  0.0088,  0.0309])	1
402	"tensor([2.9702e+00, 4.6428e-01, 3.5536e-01,  ..., 1.5792e-03, 1.0957e-02,
        3.3182e-02])"	1
403	"tensor([2.9702e+00, 4.6428e-01, 3.5536e-01,  ..., 1.0369e-04, 5.0450e-03,
        5.1347e-03])"	0
404	"tensor([2.9702e+00, 4.6428e-01, 3.5536e-01,  ..., 6.1242e-05, 6.9187e-03,
        3.3033e-03])"	0
405	"tensor([-3.5268e+00,  2.8895e-01,  1.1923e+00,  ...,  2.5887e-03,
         3.5814e-03,  1.1280e-03])"	0
406	"tensor([-3.5268e+00,  2.8895e-01,  1.1923e+00,  ...,  6.2436e-04,
         8.5250e-04,  5.4211e-04])"	1
407	"tensor([-3.5268e+00,  2.8895e-01,  1.1923e+00,  ...,  4.4173e-04,
         1.9164e-03,  6.2588e-04])"	0
408	"tensor([-3.5268e+00,  2.8895e-01,  1.1923e+00,  ...,  2.5887e-03,
         3.5814e-03,  1.1280e-03])"	0
409	"tensor([-3.5268e+00,  2.8895e-01,  1.1923e+00,  ...,  6.2436e-04,
         8.5250e-04,  5.4211e-04])"	0
410	"tensor([-3.5268e+00,  2.8895e-01,  1.1923e+00,  ...,  4.4173e-04,
         1.9164e-03,  6.2588e-04])"	1
411	"tensor([-9.9513e-01,  1.3585e+00,  3.0036e+00,  ...,  4.2555e-04,
         2.1523e-03,  1.2719e-03])"	0
412	"tensor([-9.9513e-01,  1.3585e+00,  3.0036e+00,  ...,  4.2871e-04,
         1.8189e-03,  1.1310e-03])"	1
413	"tensor([-9.9513e-01,  1.3585e+00,  3.0036e+00,  ...,  5.1450e-04,
         1.5083e-03,  7.5308e-04])"	0
414	"tensor([-2.0439e+00,  9.9394e-01,  1.2136e+00,  ...,  7.5183e-04,
         1.4729e-03,  6.7333e-04])"	0
415	"tensor([-2.0439e+00,  9.9394e-01,  1.2136e+00,  ...,  1.1753e-03,
         1.4243e-03,  8.1271e-04])"	0
416	"tensor([-2.0439e+00,  9.9394e-01,  1.2136e+00,  ...,  2.6586e-03,
         2.9256e-03,  5.9764e-04])"	1
417	"tensor([3.1201e-01, 2.6042e+00, 3.4984e+00,  ..., 6.5585e-04, 9.7119e-03,
        3.2212e-02])"	1
418	"tensor([3.1201e-01, 2.6042e+00, 3.4984e+00,  ..., 1.7546e-04, 3.5363e-03,
        3.4482e-03])"	0
419	"tensor([3.1201e-01, 2.6042e+00, 3.4984e+00,  ..., 1.0433e-04, 1.7404e-03,
        1.9927e-03])"	0
420	"tensor([3.1201e-01, 2.6042e+00, 3.4984e+00,  ..., 1.0969e-04, 2.7763e-03,
        1.8486e-03])"	0
421	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 2.5150e-04, 3.8544e-03,
        1.3021e-03])"	0
422	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 1.2746e-04, 7.8256e-03,
        5.4668e-03])"	1
423	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 6.1674e-05, 4.1096e-03,
        3.4992e-03])"	0
424	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 1.6171e-04, 7.6979e-03,
        3.8247e-03])"	0
425	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 2.5150e-04, 3.8544e-03,
        1.3021e-03])"	0
426	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 1.2746e-04, 7.8256e-03,
        5.4668e-03])"	0
427	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 6.1674e-05, 4.1096e-03,
        3.4992e-03])"	1
428	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 1.6171e-04, 7.6979e-03,
        3.8247e-03])"	0
429	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 2.5150e-04, 3.8544e-03,
        1.3021e-03])"	0
430	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 1.2746e-04, 7.8256e-03,
        5.4668e-03])"	0
431	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 6.1674e-05, 4.1096e-03,
        3.4992e-03])"	0
432	"tensor([1.4699e+00, 2.6812e+00, 3.2278e+00,  ..., 1.6171e-04, 7.6979e-03,
        3.8247e-03])"	1
433	"tensor([9.0670e-01, 2.3418e+00, 3.1886e+00,  ..., 1.9548e-04, 1.9171e-03,
        7.5451e-03])"	1
434	"tensor([ 2.9812e+00, -1.4693e-02,  1.3951e+00,  ...,  1.1024e-03,
         3.6864e-03,  9.0400e-03])"	1
435	tensor([1.2648, 2.2031, 0.1452,  ..., 0.0093, 0.0160, 0.0061])	1
436	"tensor([-1.5136e+00, -1.1655e+00,  1.9611e+00,  ...,  1.7254e-04,
         3.7049e-03,  2.1180e-02])"	1
437	"tensor([ 3.9434e-01, -8.4784e-01,  3.8896e+00,  ...,  2.0852e-04,
         6.0839e-03,  2.6006e-02])"	1
438	tensor([0.1950, 1.9940, 5.7576,  ..., 0.0080, 0.0151, 0.0186])	1
439	"tensor([1.9504e-01, 1.9940e+00, 5.7576e+00,  ..., 2.7032e-03, 1.1408e-02,
        1.2854e-02])"	0
