,document_name,sentence,potential_measurements,noun_phrases
64,S0012821X12004384-952.txt,"The first appearance of Apectodinium augustum identifies the PETM in the North Sea (Bujak and Brinkhuis, 1998), and the first negative shift in δ13C identifies the approximate position of the CIE onset and the Paleocene–Eocene boundary.","[['ORDINAL', 85, 86], ['LOC', 94, 97], ['PERSON', 98, 99], ['GPE', 100, 101], ['DATE', 102, 103], ['ORDINAL', 107, 108], ['ORG', 118, 119]]","[['The first appearance', 84, 87], ['Apectodinium augustum', 88, 90], ['the PETM', 91, 93], ['the North Sea', 94, 97], ['Bujak', 98, 99], ['Brinkhuis', 100, 101], ['the first negative shift', 106, 110], ['δ13C', 111, 112], ['the approximate position', 113, 116], ['the CIE onset', 117, 120], ['the Paleocene', 121, 123], ['Eocene boundary', 124, 126]]"
65,S0012821X12004384-952.txt,Values shaded at 2614.7 and 2619.6 m are considered possible outliers based on statistical analysis of the palynological residues (see Section 4.1).,"[['CARDINAL', 130, 131], ['CARDINAL', 132, 133], ['LAW', 148, 150]]","[['Values', 127, 128], ['m', 133, 134], ['possible outliers', 136, 138], ['statistical analysis', 140, 142], ['the palynological residues', 143, 146], ['Section', 148, 149]]"
66,S2213158213000582-1340.txt,The average percent variance explained for gradiometer data using VESTAL was 95.81% for HC and 94.38% for SZ.,"[['FAC', 53, 54], ['PERCENT', 55, 57], ['ORG', 58, 59], ['PERCENT', 60, 62], ['GPE', 63, 64]]","[['The average percent variance', 44, 48], ['gradiometer data', 50, 52], ['VESTAL', 53, 54], ['95.81%', 55, 57], ['HC', 58, 59], ['94.38%', 60, 62], ['SZ', 63, 64]]"
67,S2213158213000582-1340.txt,The average percent variance explained for magnetometer data using VESTAL program was 96.24% for HC and 93.17% for SZ.,"[['ORG', 74, 75], ['PERCENT', 77, 79], ['ORG', 80, 81], ['PERCENT', 82, 84], ['PERSON', 85, 86]]","[['The average percent variance', 65, 69], ['magnetometer data', 71, 73], ['VESTAL program', 74, 76], ['96.24%', 77, 79], ['HC', 80, 81], ['93.17%', 82, 84], ['SZ', 85, 86]]"
68,S2213158213000582-1340.txt,"1.16, p = 0.25) or magnetometer data (t(39) = 1.31, p = 0.20).","[['CARDINAL', 103, 104], ['CARDINAL', 107, 108], ['CARDINAL', 116, 117], ['CARDINAL', 120, 121]]","[['p', 105, 106], ['magnetometer data', 110, 112], ['p', 118, 119]]"
69,S0167577X14001256-389.txt,"One-dimensional composition profiles of Fe, Cr, Ni, Mo, Mn, Ti, Nb, C, Si, and P across SD 1 and SD 2 are shown in (a) and (d), respectively, and (b) and (e) show the same at higher magnification (12×).","[['CARDINAL', 0, 1], ['ORG', 6, 26], ['CARDINAL', 60, 61]]","[['One-dimensional composition profiles', 0, 5], ['Fe', 6, 7], ['Cr', 8, 9], ['Ni', 10, 11], ['Mo', 12, 13], ['Mn', 14, 15], ['Ti', 16, 17], ['SD', 27, 28], ['(a', 35, 37], ['(e', 50, 52], ['higher magnification', 57, 59]]"
70,S0167577X14001256-389.txt,These elemental compositions were obtained along the arrow of 4 nm width shown in the insets in (c) and (f).,"[['CARDINAL', 72, 73]]","[['These elemental compositions', 63, 66], ['the arrow', 69, 71], ['width', 74, 75], ['the insets', 77, 79], ['(c', 80, 82]]"
71,S2211124713006475-841.txt,(O) GH plasma levels using a human specific ELISA (6 weeks after transplantation).,"[['ORG', 10, 11], ['DATE', 12, 14]]","[['(O) GH plasma levels', 0, 6], ['a human specific ELISA', 7, 11], ['transplantation', 15, 16]]"
72,S0025322712001600-2406.txt,Estimates of mineral composition were made by a reference intensity ratio method based on factors calculated with the Newmod programme as described in Hillier (2003).,"[['ORG', 39, 40], ['DATE', 46, 47]]","[['Estimates', 21, 22], ['mineral composition', 23, 25], ['a reference intensity ratio method', 28, 33], ['factors', 35, 36], ['the Newmod programme', 38, 41], ['Hillier', 44, 45]]"
73,S0025322712001600-2406.txt,"Illite crystallinity was measured using the full width at half maximum (FHWM) of the 001 basal illite peak and integral breadth (I Breadth) of the same peak (Kübler and Jaboyedoff, 2000).","[['CARDINAL', 58, 59], ['ORG', 61, 62], ['CARDINAL', 65, 66], ['PERSON', 74, 75], ['PERSON', 81, 82]]","[['Illite crystallinity', 49, 51], ['the full width', 54, 57], ['(FHWM', 60, 62], ['the 001 basal illite peak and integral breadth', 64, 72], ['(I Breadth', 72, 75], ['the same peak', 77, 80], ['Kübler', 81, 82], ['Jaboyedoff', 83, 84]]"
74,S0025322712001600-2406.txt,"Both measurements are measured as values of ∆2°θ and show identical trends (Alizai et al., 2012).","[['DATE', 108, 109]]","[['Both measurements', 88, 90], ['values', 93, 94], ['∆2°', 95, 97], ['identical trends', 100, 102], ['Alizai et al', 103, 106]]"
75,S0025322712001600-2406.txt,"Because our cores are < 9 m long, post-depositional burial diagenesis should not be a significant factor in clay mineral composition.","[['CARDINAL', 116, 117]]","[['our cores', 112, 114], ['9 m long, post-depositional burial diagenesis', 116, 125], ['a significant factor', 128, 131], ['clay mineral composition', 132, 135]]"
76,S0025322712001600-2406.txt,"Where clay mineral values are greater than 10% uncertainty is estimated as better than 5% weight at the 95% confidence level (Hillier, 2003).","[['PERCENT', 141, 145], ['PERCENT', 151, 153], ['PERCENT', 156, 158], ['DATE', 163, 164]]","[['clay mineral values', 137, 140], ['greater than 10% uncertainty', 141, 146], ['better than 5% weight', 149, 154], ['the 95% confidence level', 155, 160]]"
77,S0025322712001600-2406.txt,Clay mineral estimates are shown in Table 1.,"[['LAW', 172, 174]]","[['Clay mineral estimates', 166, 169], ['Table', 172, 173]]"
78,S0012821X12004384-1232.txt,"As 22/10a-4 is in the deep (>0.5 km) central part of the basin, it acted as a depocentre and exhibits a Paleocene-Eocene transition sequence that is not only expanded but is also close to being stratigraphically complete.","[['CARDINAL', 1, 2], ['QUANTITY', 8, 10], ['ORG', 25, 28]]","[['22/10a-4', 1, 2], ['the deep (>0.5 km', 4, 10], ['central part', 11, 13], ['the basin', 14, 16], ['it', 17, 18], ['a depocentre', 20, 22], ['a Paleocene-Eocene transition sequence', 24, 30]]"
79,S0012821X12004384-1232.txt,The only evidence for breaks in the succession is minor erosion at the base of thin turbidite sandstones (typically <10 cm).,"[['QUANTITY', 65, 67]]","[['The only evidence', 44, 47], ['breaks', 48, 49], ['the succession', 50, 52], ['minor erosion', 53, 55], ['the base', 56, 58], ['thin turbidite sandstones', 59, 62], ['<10 cm', 64, 67]]"
80,S0012821X12004384-1232.txt,"During the late Paleocene, the basin became restricted following a fall in in the order of 100 m that resulted from regional uplift associated with the proto-Iceland mantle plume in the North Atlantic (see Knox, 1996).","[['PERSON', 88, 89], ['CARDINAL', 102, 103], ['LOC', 118, 121], ['ORG', 123, 124], ['DATE', 125, 126]]","[['the late Paleocene', 86, 89], ['the basin', 90, 92], ['a fall', 95, 97], ['the order', 99, 101], ['100 m', 102, 104], ['regional uplift', 107, 109], ['the proto-Iceland mantle plume', 111, 117], ['the North Atlantic', 118, 121], ['Knox', 123, 124]]"
81,S0012821X12004384-1232.txt,"This event is evident in 22/10a-4 as a lithologic change from unbedded to bedded mudstone (the Lista and Sele Formation boundary, Fig. 2).","[['CARDINAL', 133, 134], ['ORG', 145, 146], ['PERSON', 147, 149], ['PERSON', 151, 152], ['CARDINAL', 153, 154]]","[['This event', 128, 130], ['22/10a-4', 133, 134], ['a lithologic change', 135, 138], ['mudstone', 142, 143], ['the Lista and Sele Formation boundary', 144, 150]]"
82,S0012821X12004384-1232.txt,"Restriction of the basin also led to the establishment of poorly oxygenated bottom waters, as is evident by a shift in the benthic foraminiferal assemblages towards low diversity low oxygen-tolerant agglutinated species (Knox, 1996).","[['ORG', 192, 193], ['DATE', 194, 195]]","[['Restriction', 156, 157], ['the basin', 158, 160], ['the establishment', 163, 165], ['poorly oxygenated bottom waters', 166, 170], ['a shift', 175, 177], ['the benthic foraminiferal assemblages', 178, 182], ['low diversity low oxygen-tolerant agglutinated species', 183, 191], ['Knox', 192, 193]]"
83,S0012821X12004384-1232.txt,"The CIE at the Paleocene–Eocene boundary was accompanied by a relative sea level rise, as documented in southeast England (Powell et al., 1996) and Spitsbergen (Harding et al., 2011), due to the thermal expansion of sea water and possible melting of ice caps, although the North Sea basin remained restricted as evidenced by the persistence of low oxygen facies in 22/10a-4.","[['ORG', 198, 199], ['GPE', 218, 219], ['PERSON', 220, 221], ['DATE', 225, 226], ['ORG', 228, 229], ['DATE', 235, 236], ['LOC', 255, 257], ['DATE', 270, 271]]","[['The CIE', 197, 199], ['the Paleocene', 200, 202], ['Eocene boundary', 203, 205], ['a relative sea level rise', 208, 213], ['southeast England', 217, 219], ['Powell', 220, 221], ['et al', 221, 223], ['Spitsbergen', 228, 229], ['Harding et al', 230, 233], ['the thermal expansion', 240, 243], ['sea water', 244, 246], ['possible melting', 247, 249], ['ice caps', 250, 252], ['the North Sea basin', 254, 258], ['the persistence', 263, 265], ['low oxygen facies', 266, 269], ['22/10a-4', 270, 271]]"
84,S0012821X12004384-1232.txt,"The North Sea had a widespread freshwater catchment area, and a halocline was in place from the late Paleocene to early Eocene (Zacke et al., 2009).","[['LOC', 272, 275], ['DATE', 301, 302]]","[['The North Sea', 272, 275], ['a widespread freshwater catchment area', 276, 281], ['a halocline', 283, 285], ['place', 287, 288], ['the late Paleocene', 289, 292], ['early Eocene', 293, 295], ['Zacke et al', 296, 299]]"
85,S2213671113000738-684.txt,"In sequential PET studies, we observed increased uptake of [11C]PK11195 in one allograft (animal No. 10) at 3 months (Figures 3A and 3B).","[['ORG', 2, 3], ['CARDINAL', 13, 14], ['CARDINAL', 19, 20], ['DATE', 22, 24], ['CARDINAL', 26, 27]]","[['sequential PET studies', 1, 4], ['we', 5, 6], ['increased uptake', 7, 9], ['11C]PK11195', 11, 12], ['one allograft', 13, 15], ['animal', 16, 17], ['No', 17, 18], ['.', 18, 19], ['3 months', 22, 24], ['(Figures 3A', 24, 27], ['3B', 28, 29]]"
86,S2213671113000738-684.txt,"Intriguingly, the serum level of IFN-γ temporarily increased at 2 months after the transplant in three animals (Figure 3C).","[['ORG', 59, 60], ['DATE', 65, 67], ['CARDINAL', 71, 72]]","[['the serum level', 55, 58], ['IFN', 59, 60], ['γ', 61, 62], ['2 months', 65, 67], ['the transplant', 68, 70], ['three animals', 71, 73], ['(Figure 3C', 73, 76]]"
87,S2213671113000738-684.txt,"An immunofluorescence study conducted at 3.5–4 months showed that MHC-II+ cells were more frequently found in allografts than in autografts, especially in the monkey with increased uptake of [11C]PK11195 (Figure 3D, No. 10).","[['DATE', 83, 85], ['CARDINAL', 117, 118]]","[['An immunofluorescence study', 78, 81], ['3.5–4 months', 83, 85], ['MHC-II+ cells', 87, 91], ['allografts', 96, 97], ['autografts', 99, 100], ['the monkey', 103, 105], ['increased uptake', 106, 108], ['(Figure 3D', 111, 114]]"
88,S2213671113000738-684.txt,"The MHC-II staining never overlapped with that of GFP of the donor cells (Figure 3F), whereas it generally overlapped with that of IBA1 (Figure 3G), indicating that MHC-II was expressed by host-derived microglia.","[['ORG', 130, 131], ['CARDINAL', 137, 138], ['GPE', 147, 148], ['CARDINAL', 150, 151]]","[['The MHC-II staining', 120, 125], ['GFP', 130, 131], ['the donor cells', 132, 135], ['(Figure 3F', 135, 138], ['it', 141, 142], ['IBA1', 147, 148], ['3G', 150, 152], ['MHC-II', 156, 159], ['host-derived microglia', 162, 166]]"
89,S2213671113000738-684.txt,An immunofluorescence study revealed that more CD45+ cells (a marker for pan-leukocytes) accumulated in allografts compared with autografts (Figures 3I and 3J).,"[['PRODUCT', 220, 221], ['CARDINAL', 239, 240]]","[['An immunofluorescence study', 214, 217], ['a marker', 224, 226], ['pan-leukocytes', 227, 230], ['allografts', 233, 234], ['autografts', 236, 237], ['(Figures 3I', 237, 240], ['3J', 241, 242]]"
90,S2213671113000738-684.txt,"Most of the CD45+ cells were CD3+ T cells, and 60% of them were CD8+ killer T cells (Figures 3K and 3L).","[['PRODUCT', 247, 248], ['PERCENT', 257, 259], ['CARDINAL', 269, 271], ['CARDINAL', 272, 273]]","[['the CD45+ cells', 246, 250], ['CD3+ T cells', 251, 255], ['60%', 257, 259], ['them', 260, 261], ['CD8', 262, 263], ['killer T cells', 264, 267], ['(Figures', 267, 269], ['3K', 269, 271], ['3L', 272, 273]]"
91,S0012821X12004384-1221.txt,"During the late Paleocene–early Eocene the North Sea was a restricted marine basin, characterised by siliciclastic sedimentation and high terrigenous input, principally from the Scotland–Faeroe–Shetland landmass (Knox 1998, Fig.","[['LOC', 7, 10], ['GPE', 28, 29], ['DATE', 35, 37], ['PERSON', 38, 39]]","[['the late Paleocene', 1, 4], ['early Eocene', 5, 7], ['the North Sea', 7, 10], ['a restricted marine basin', 11, 15], ['siliciclastic sedimentation', 18, 20], ['high terrigenous input', 21, 24], ['the Scotland', 27, 29], ['Faeroe', 30, 31], ['Shetland landmass', 32, 34], ['Fig', 38, 39]]"
92,S0012821X12004384-1221.txt,Core 22/10a-4 is located in the central part of the basin (Figs. 1 and S1) and is therefore disconnected from many marginal marine processes that could mask oceanographic signals (e.g. tidal or storm-induced erosion and slumping).,"[['PERSON', 43, 45]]","[['Core 22/10a-4', 43, 45], ['the central part', 48, 51], ['the basin', 52, 54], ['Figs', 55, 56], ['many marginal marine processes', 66, 70], ['oceanographic signals', 73, 75]]"
93,S0012821X12004384-1221.txt,"Paleobathymetry estimates in the North Sea during the Paleocene and Eocene are difficult to constrain accurately, as the extant benthic foraminifera present in the Paleogene are found today living between 200 and >1000 m water depth (Gradstein et al., 1992), and are controlled predominantly by substrate and bottom water properties.","[['LOC', 90, 93], ['PERSON', 97, 98], ['PERSON', 112, 113], ['DATE', 115, 116], ['CARDINAL', 117, 122], ['PERSON', 126, 127], ['DATE', 131, 132]]","[['Paleobathymetry', 87, 88], ['the North Sea', 90, 93], ['the Paleocene', 94, 96], ['Eocene', 97, 98], ['the extant benthic foraminifera', 105, 109], ['the Paleogene', 111, 113], ['water depth', 123, 125], ['Gradstein', 126, 127], ['et al', 127, 129], ['substrate and bottom water properties', 139, 144]]"
94,S0012821X12004384-1221.txt,"However using a number of paleoecologic micropaleontology methods together (Gillmore et al., 2001), along with 2D structural restoration (Kjennerud and Sylta, 2001), broad agreement was found and central parts of the northern North Sea appear to have had paleodepths of >0.5 km in the earliest Eocene near 22/10a-4 (Kjennerud and Gillmore, 2003, Fig.","[['DATE', 160, 161], ['CARDINAL', 165, 166], ['ORG', 169, 170], ['GPE', 171, 172], ['DATE', 173, 174], ['LOC', 186, 188], ['QUANTITY', 195, 197], ['PERSON', 200, 201], ['DATE', 202, 203], ['ORG', 204, 207], ['DATE', 208, 209], ['PERSON', 210, 211]]","[['a number', 147, 149], ['paleoecologic micropaleontology methods', 150, 153], ['Gillmore', 155, 156], ['et al', 156, 158], ['2D structural restoration', 165, 168], ['Kjennerud', 169, 170], ['Sylta', 171, 172], ['broad agreement', 176, 178], ['central parts', 181, 183], ['the northern North Sea', 184, 188], ['paleodepths', 192, 193], ['>0.5 km', 194, 197], ['the earliest Eocene', 198, 201], ['22/10a-4', 202, 203], ['Fig', 210, 211]]"
95,S1359835X13001875-1359.txt,"Our model consists of a two-dimensional square system, with pre-set side length of L = 1 m, containing N = 1000 discrete particles.","[['CARDINAL', 5, 6], ['CARDINAL', 20, 21], ['CARDINAL', 26, 27]]","[['Our model', 0, 2], ['a two-dimensional square system', 4, 10], ['pre-set side length', 12, 17], ['L', 18, 19], ['N = 1000 discrete particles', 24, 29]]"
96,S1359835X13001875-1359.txt,"The overall coverage of particles in the material is given by the number density, λ = N/L2 (fixed at 1000 m−2) and the area fraction, Af=λa¯, where a¯ is the mean cross-sectional area of a particle.","[['ORG', 47, 50]]","[['The overall coverage', 30, 33], ['particles', 34, 35], ['the material', 36, 38], ['the number density', 41, 44], ['N/L2', 47, 50], ['the area fraction', 57, 60], ['Af=λa¯', 61, 64], ['a¯', 66, 67], ['the mean cross-sectional area', 68, 74], ['a particle', 75, 77]]"
97,S1359835X13001875-1359.txt,Periodic boundary conditions are applied to the edges of the system to reduce finite size effects [22].,"[['CARDINAL', 95, 96]]","[['Periodic boundary conditions', 78, 81], ['the edges', 84, 86], ['the system', 87, 89], ['finite size effects', 91, 94]]"
